User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment
HappyAnkurK,"Entire #World is #Panicking due to #Covid19, #Mother #Earth is #Healing. #StayStrong #StayatHome #workfromhome #WFH #Corona #coronavirus #safehands #QuarantineAndChill #quarantine #pandemic #mypandemicsurvivalplan #coronaindia #indiafightscorona #coronavirusoutbreak #quaratined",2020-03-25 19:06:33+00:00,0,0,#World #Panicking #Covid19 #Mother #Earth #Healing #StayStrong #StayatHome #StayatHome #workfromhome #WFH #Corona #coronavirus #safehands #safehands #QuarantineAndChill #quarantine #pandemic #mypandemicsurvivalplan #coronaindia #indiafightscorona #coronavirusoutbreak #quaratined,Mumbai,Entire World is Panicking due to Covid19 Mother Earth is Healing StayStrong StayatHome workfromhome WFH Corona coronavirus safehands QuarantineAndChill quarantine pandemic mypandemicsurvivalplan coronaindia indiafightscorona coronavirusoutbreak quaratined,Negative
CSism_Technolog,"#CoronaVillains IT Managers have not been able to monitor servers due to Covid-19, this can be the starting point for hackers! #workfromhome #covid19 #ITsecurity #CyberSecurity #infosec #datasecurity",2020-03-25 17:57:52+00:00,3,0,#CoronaVillains #workfromhome #covid19 #ITsecurity #CyberSecurity #infosec #datasecurity,Mumbai,CoronaVillains IT Managers have not been able to monitor servers due to Covid 19 this can be the starting point for hackers workfromhome covid19 ITsecurity CyberSecurity infosec datasecurity,Positive
Agarwal_b_mohit,"Reason for Corona Outbreak #coronovirusoutbreak #covid19 #coronavirus #LifebuoyKarona #mbagarwal #diseases #staysafe #stayathome #medical #emergency @Sector 3, Airoli, Navi Mumbai. https://www.instagram.com/p/B-KmGj-D_nT/?igshid=135i9vuf80xz7",2020-03-25 17:56:12+00:00,0,0,#coronovirusoutbreak #covid19 #coronavirus #LifebuoyKarona #mbagarwal #diseases #staysafe #stayathome #stayathome #medical #emergency,Mumbai,Reason for Corona Outbreak coronovirusoutbreak covid19 coronavirus LifebuoyKarona mbagarwal diseases staysafe stayathome medical emergency 3 Airoli Navi Mumbai,Neutral
Akashtv1Soni,". If in doubt: AM I INFECTED WITH #COVID19 INFECTION? Pls note. @reliancejio has made a tool to self-diagnose Go to MyJio app on playstore, you will find the ""symptoms checker"" on page 1 If high or medium risk, then it also tells you what to do along with contact details.",2020-03-25 17:55:08+00:00,6,6,#COVID19,Mumbai,If in doubt AM I INFECTED WITH COVID19 INFECTION Pls note has made a tool to self diagnose Go to MyJio app on playstore you will find the symptoms checker on page 1 If high or medium risk then it also tells you what to do along with contact details,Positive
taufiqtawsalkar,Some questions answered by @WHO #21daylockdown #SocialDistancing #coronavirusindia #covid19 #CautionYesPanicNo,2020-03-25 17:31:28+00:00,0,0,#21daylockdown #SocialDistancing #coronavirusindia #covid19 #CautionYesPanicNo,Mumbai,Some questions answered by 21daylockdown SocialDistancing coronavirusindia covid19 CautionYesPanicNo,Neutral
annucool15,Sometimes LONG DISTANCE relationships work. Like in these times. #corpnavirus #covid19 #SocialDistancing #21daylockdown #coronavirusindia #Coronavirusmumbai #COVID2019 #India,2020-03-25 16:49:22+00:00,0,1,#corpnavirus #covid19 #SocialDistancing #21daylockdown #coronavirusindia #Coronavirusmumbai #COVID2019 #India,Mumbai,Sometimes LONG DISTANCE relationships work Like in these times corpnavirus covid19 SocialDistancing 21daylockdown coronavirusindia Coronavirusmumbai COVID2019 India,Negative
100X_VC,"""Unsettling Times, What Next in Startup World"" A panel discussion between VCs from around the world on how the current economic situation might evolve. Hear VC views on how different geographies and sectors might get affected, #Covid19 evolving situation and plans for #funding.",2020-03-25 16:41:28+00:00,2,9,#Covid19 #funding,Mumbai,Unsettling Times What Next in Startup World A panel discussion between VCs from around the world on how the current economic situation might evolve Hear VC views on how different geographies and sectors might get affected Covid19 evolving situation and plans for funding,Negative
RaajNair2,The response by India has been the best against #COVID19 acknowledged by @WHO too. Thanks to all efforts by #PMModi &amp; thousands of unsung heroes from various depts we are putting up a good fight. Such efforts are missing frm others who are in blame game.,2020-03-25 16:28:53+00:00,0,0,#COVID19 #PMModi,Mumbai,The response by India has been the best against COVID19 acknowledged by too Thanks to all efforts by PMModi amp thousands of unsung heroes from various depts we are putting up a good fight Such efforts are missing frm others who are in blame game,Positive
IVMPodcasts,What are the long-term implications of tech interventions to combat #Covid19 outbreak? #TuneIn to #AllThingsPolicy to join @theChinaDude on the #IVMPodcasts network to listen to the full episode- https://bit.ly/2UjfUZI – at Indus Vox Media,2020-03-25 16:28:27+00:00,0,0,#Covid19 #TuneIn #AllThingsPolicy #IVMPodcasts,Mumbai,What are the long term implications of tech interventions to combat Covid19 outbreak TuneIn to AllThingsPolicy to join on the IVMPodcasts network to listen to the full episode at Indus Vox Media,Positive
siddharthelf,Every #generation is defined by an event in #history and ours will be defined by #21daylockdown #COVID19,2020-03-25 16:18:36+00:00,0,2,#generation #history #21daylockdown #COVID19,Mumbai,Every generation is defined by an event in history and ours will be defined by 21daylockdown COVID19,Neutral
payaltalk,"If u have to read one article today, this by @samirsaran of @orfonline should be the one..insightful and succinct on how WHO failed the world on #COVID19 &amp; China's growing influence in int organizations ",2020-03-25 16:14:37+00:00,1,2,#COVID19,Mumbai,If u have to read one article today this by of should be the one insightful and succinct on how WHO failed the world on COVID19 amp China s growing influence in int organizations,Negative
sailendra,How shocking!#Spain overtakes #China in terms f #Covid19..We Know #China was #epicentre f #Coronavirus..,2020-03-25 16:11:56+00:00,0,2,#Spain #China #Covid19 #China #epicentre #Coronavirus,Mumbai,How shocking Spain overtakes China in terms f Covid19 We Know China was epicentre f Coronavirus,Negative
IVMPodcasts,"Public places and gyms being shut all over the country due to the #21DayLockdowm, @Ashdindoc talks about home workouts, and how we should approach them. #TuneIn to the #IVMPodcasts network for the full episode of #TheHabitCoach- https://bit.ly/3bn1mht #Lockdown21 #Covid19 – at Indus Vox Media",2020-03-25 15:58:32+00:00,1,3,#21DayLockdowm #TuneIn #IVMPodcasts #TheHabitCoach #Lockdown21 #Covid19,Mumbai,Public places and gyms being shut all over the country due to the 21DayLockdowm talks about home workouts and how we should approach them TuneIn to the IVMPodcasts network for the full episode of TheHabitCoach Lockdown21 Covid19 at Indus Vox Media,Positive
drsbhatte,Call to doctors - Register to volunteer! #COVID19 ,2020-03-25 15:54:29+00:00,0,1,#COVID19,Mumbai,Call to doctors Register to volunteer COVID19,Neutral
IVMPodcasts,Since we're adhering to #SocialDistancing here are a few recommendations by Trupti Khamkar (@actortrupti ) during this #Lockdown on the #IVMSmartGuide to kill time! Link to the video- https://bit.ly/2wBeu3L #COVID19 #CoronaIndia #21daylockdown #21DayLockdownIndia #CoronaVirus – at Indus Vox Media,2020-03-25 15:45:29+00:00,1,2,#SocialDistancing #Lockdown #IVMSmartGuide #COVID19 #CoronaIndia #21daylockdown #21DayLockdownIndia #CoronaVirus,Mumbai,Since we re adhering to SocialDistancing here are a few recommendations by Trupti Khamkar during this Lockdown on the IVMSmartGuide to kill time Link to the video COVID19 CoronaIndia 21daylockdown 21DayLockdownIndia CoronaVirus at Indus Vox Media,Negative
SocialHawker,"@MumbaiPolice @CMOMaharashtra @pmo Respected Sir/Madam, Metropolis Laboratories is charging Rs.4500/- for COVID-19 detection. Could you look into it and reduce the pricing so that many can afford the same. #PublicInterest #PublicGood #PublicHealth #COVID19 #coronavirus #pandemic",2020-03-25 15:36:11+00:00,0,0,#PublicInterest #PublicGood #PublicHealth #COVID19 #coronavirus #pandemic,Mumbai,Respected Sir Madam Metropolis Laboratories is charging Rs 4500 for COVID 19 detection Could you look into it and reduce the pricing so that many can afford the same PublicInterest PublicGood PublicHealth COVID19 coronavirus pandemic,Positive
Shimographer,Day 1 out of 21. #21Days #COVID19 #StayHome,2020-03-25 15:21:05+00:00,0,4,#21Days #COVID19 #StayHome #StayHome,Mumbai,Day 1 out of 21 21Days COVID19 StayHome,Neutral
switchindiaorg,"Here are a few tips and tricks to avoid this reflex action! Follow this and nudge your friends too, to take up this challenege! #SwitchToNoFaceTouching Let's make prevention a fun game!! #SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19 (2/2) ",2020-03-25 15:10:00+00:00,0,2,#SwitchToNoFaceTouching #SwitchAgainstCorona #Switchtocoronarelief #corona #coronavirus #covid19,Mumbai,Here are a few tips and tricks to avoid this reflex action Follow this and nudge your friends too to take up this challenege SwitchToNoFaceTouching Let s make prevention a fun game SwitchAgainstCorona Switchtocoronarelief corona coronavirus covid19 2 2,Negative
VenuSpeak,"@narendramodi Narendra Modi According to ICMR, #PSUBankers have antigens against #COVID19 Banks open! Thank You! @Mumbai, Maharashtra https://www.instagram.com/p/B-KLoFsJr4U/?igshid=tx7lj6vwphtx",2020-03-25 13:56:44+00:00,0,0,#PSUBankers #COVID19,Mumbai,Narendra Modi According to ICMR PSUBankers have antigens against COVID19 Banks open Thank You Maharashtra,Neutral
amtmindia,@amtmindia fights #COVID19 for helping strays &amp; abandoned pets in need. Do your bit below by donating a bit https://donatekart.com/AMTM/Help-Animal#about-campaign – at Animals Matter To Me,2020-03-25 13:45:50+00:00,1,5,#COVID19,Mumbai,fights COVID19 for helping strays amp abandoned pets in need Do your bit below by donating a bit at Animals Matter To Me,Neutral
kunalvijayakar,Recommendation no.1- A 2010 British series with @idriselba as a broken detective. A psychopath friend and murderer who he couldn't arrest for lack of evidence. He has also won a Golden Globe award for the best performance by an Actor in a series for this! #Lockdown21 #Covid19 ,2020-03-25 13:43:40+00:00,0,13,#Lockdown21 #Covid19,Mumbai,Recommendation no 1 A 2010 British series with as a broken detective A psychopath friend and murderer who he couldn t arrest for lack of evidence He has also won a Golden Globe award for the best performance by an Actor in a series for this Lockdown21 Covid19,Positive
HRHSatyajit,thank god they are not affected with this damn virus ...#coronavirus #seasonalflowers #IndiaFightsCorona #Covid19 #CoronavirusLockdown #SomethingBeautiful – at The Resort Aksa Beach,2020-03-25 13:15:18+00:00,0,1,#coronavirus #seasonalflowers #IndiaFightsCorona #Covid19 #CoronavirusLockdown #SomethingBeautiful,Mumbai,thank god they are not affected with this damn virus coronavirus seasonalflowers IndiaFightsCorona Covid19 CoronavirusLockdown SomethingBeautiful at The Resort Aksa Beach,Neutral
payaltalk,"Might is right, China on massive propoganda drive...#COVID19 ..they are the worst of #COVIDIDIOTS",2020-03-25 13:03:52+00:00,0,2,#COVID19 #COVIDIDIOTS,Mumbai,Might is right China on massive propoganda drive COVID19 they are the worst of COVIDIDIOTS,Negative
radhika1705,"5 more tested positive in Mumbai and 1 in Thane, taking the total Covid-19 cases to 122 in Maharashtra #COVID19",2020-03-25 11:55:17+00:00,10,29,#COVID19,Mumbai,5 more tested positive in Mumbai and 1 in Thane taking the total Covid 19 cases to 122 in Maharashtra COVID19,Positive
kunalvijayakar,For those of you who don't have any plan on how to spend your #SocialDistancing and #Lockdown period amidst the #Covid19 chaos. Here's a few recommendations from my end. #StayTuned #CoronaVirus #CoronaIndia #21DayLockdown #gudipadwa #KunalTheFoodie,2020-03-25 11:35:05+00:00,2,7,#SocialDistancing #Lockdown #Covid19 #StayTuned #CoronaVirus #CoronaIndia #21DayLockdown #gudipadwa #KunalTheFoodie,Mumbai,For those of you who don t have any plan on how to spend your SocialDistancing and Lockdown period amidst the Covid19 chaos Here s a few recommendations from my end StayTuned CoronaVirus CoronaIndia 21DayLockdown gudipadwa KunalTheFoodie,Negative
EkOldMonk,Flipkart suspends service in lieu of the #Covid19 outbreak. ,2020-03-25 11:23:16+00:00,0,0,#Covid19,Mumbai,Flipkart suspends service in lieu of the Covid19 outbreak,Neutral
georgejohn4,"This virus is leveling man-made hierarchies, divisions, designations #COVID19 ",2020-03-25 11:19:54+00:00,0,1,#COVID19,Mumbai,This virus is leveling man made hierarchies divisions designations COVID19,Neutral
amtmindia,Some Angel's DON'T have wings. @amtmindia &amp; @RoyalCanin have once again come to the rescue of strays &amp; abandoned pets during #COVID19 Calamity. Thanks to smt @maneka gandhi for supporting us timely. To donate http://www.amtmindia.org/donate/ Or G pay : 9819380310,2020-03-25 11:06:15+00:00,18,90,#COVID19,Mumbai,Some Angel s DON T have wings amp have once again come to the rescue of strays amp abandoned pets during COVID19 Calamity Thanks to smt gandhi for supporting us timely To donate Or G pay 9819380310,Positive
bandrabugger50,#COVIDIDIOTS #mumbailockdown #CoronavirusLockdown #Bandra #coronavirusindia #COVID19outbreak @CPMumbaiPolice @mybmcWardHW @mybmc @OfficeofUT @OfficeofAShelar @CMOMaharashtra @MumbaiPolice no matter what we did if such things go on we will never succeed #COVID19 ,2020-03-25 09:46:43+00:00,2,7,#COVIDIDIOTS #mumbailockdown #CoronavirusLockdown #Bandra #coronavirusindia #COVID19outbreak #COVID19,Mumbai,COVIDIDIOTS mumbailockdown CoronavirusLockdown Bandra coronavirusindia COVID19outbreak no matter what we did if such things go on we will never succeed COVID19,Neutral
makersasylum,"Asylum team quarantining at the space to make! Here is the version 2 of laser cut face shields which has living hinges to fit all, foam to make it comfy to wear and holes to breath better. It can be assembled and cut in 3 minutes and costs INR 20 or $0.25. #COVID19 #faceshields",2020-03-25 08:58:47+00:00,12,15,#COVID19 #faceshields,Mumbai,Asylum team quarantining at the space to make Here is the version 2 of laser cut face shields which has living hinges to fit all foam to make it comfy to wear and holes to breath better It can be assembled and cut in 3 minutes and costs INR 20 or 0 25 COVID19 faceshields,Positive
CaptainNeer,"Coronavirus (COVID-19):- Don’t Panic, Just Follow These Tips For more amazing and exciting videos, Please follows us on Twitter @NeerajS01871919 #coronavirusindia #CoronavirusLockdown #coronavirus #CoronavirusOutbreak #COVID2019 #COVID19 ",2020-03-25 08:41:21+00:00,0,1,#coronavirusindia #CoronavirusLockdown #coronavirus #CoronavirusOutbreak #COVID2019 #COVID19,Mumbai,Coronavirus COVID 19 Don t Panic Just Follow These Tips For more amazing and exciting videos Please follows us on Twitter coronavirusindia CoronavirusLockdown coronavirus CoronavirusOutbreak COVID2019 COVID19,Positive
anurag0308,"In these times of #SocialDistancing, while you work out at home for ur physical health, don't neglect your emotional and #mentalhealth.. Figure out that 1 thing which spreads positive energy in you &amp; do it DAILY.. Without fail.. For me its write, write &amp; write. #staysafe #COVID19",2020-03-25 08:08:38+00:00,1,2,#SocialDistancing #mentalhealth #staysafe #COVID19,Mumbai,In these times of SocialDistancing while you work out at home for ur physical health don t neglect your emotional and mentalhealth Figure out that 1 thing which spreads positive energy in you amp do it DAILY Without fail For me its write write amp write staysafe COVID19,Negative
Sachinpandey652,"Wishing you all plenty of peace and prosperity on the occasion of Navaratri. May Durga Mata give strength to all of us to fight against the contagious #Covid19. Let us all abide by the government orders, stay home and stay safe.#Navratri2020 #Ugadi2020 ",2020-03-25 08:03:37+00:00,2,5,#Covid19 #Navratri2020 #Ugadi2020,Mumbai,Wishing you all plenty of peace and prosperity on the occasion of Navaratri May Durga Mata give strength to all of us to fight against the contagious Covid19 Let us all abide by the government orders stay home and stay safe Navratri2020 Ugadi2020,Positive
Socialsoda2,"गुढीपाडव्याच्या हार्दिक शुभेच्छा! Let's welcome the New Year to the concept of liberation from Corona, Let's abide by the rules of security to destroy Corona, Stay home, stay safe. Please don't screw this up. Follow us:-https://linktr.ee/social_soda #gudipadwa #covid19 #socialsoda",2020-03-25 07:31:45+00:00,0,1,#gudipadwa #covid19 #socialsoda,Mumbai,Let s welcome the New Year to the concept of liberation from Corona Let s abide by the rules of security to destroy Corona Stay home stay safe Please don t screw this up Follow us gudipadwa covid19 socialsoda,Positive
mohjo_007,Please listen and follow #indiafightscorona #covid19 ,2020-03-25 07:28:03+00:00,0,0,#indiafightscorona #covid19,Mumbai,Please listen and follow indiafightscorona covid19,Neutral
VishalNGaikwad1,Stay away from indiscriminate use of anti-malaria drug: Experts on #Covid19 https://www.hindustantimes.com/india-news/stay-away-from-indiscriminate-use-of-anti-malaria-drug-experts-on-covid-19/story-UY2zFNCcWivkdw7zToWHcI.html,2020-03-25 07:19:53+00:00,0,0,#Covid19,Mumbai,Stay away from indiscriminate use of anti malaria drug Experts on Covid19,Neutral
aadipa,"Remember this.. Each and everyone who is not staying in your household is potential carrier of #coronavirus. Treat them like one. This includes your neighbors, relatives, maid, cook, service provider, security, anyone in elevator, your pharmacist, grocery wala, EVERYONE! #COVID19",2020-03-25 07:01:50+00:00,0,0,#coronavirus #COVID19,Mumbai,Remember this Each and everyone who is not staying in your household is potential carrier of coronavirus Treat them like one This includes your neighbors relatives maid cook service provider security anyone in elevator your pharmacist grocery wala EVERYONE COVID19,Neutral
AjitBhaskar8,"Must say- bahut lambey ki sochti hai- a visionary who's looking @d forest n not d trees-all in d process of #HateNaMo Take it easy, lady-1st things first n right now we should not be worried abt @narendramodi getting to us but #Covid19! N then it'll b time 4 @NaMo- @rohini_sgh",2020-03-25 06:35:03+00:00,0,0,#HateNaMo #Covid19,Mumbai,Must say bahut lambey ki sochti hai a visionary who s looking forest n not d trees all in d process of HateNaMo Take it easy lady 1st things first n right now we should not be worried abt getting to us but Covid19 N then it ll b time 4 sgh,Positive
Digi_Surgeon,Heartiest greetings to everyone on Chaitra #Navratri .May Maa Durga bless all of us to contribute our utmost in fighting the #COVID19 for the welfare of the entire world. #StayAtHome #नवरात्रि #HappyNavratri DigiSurgeon Info Solutions Web - http://www.digisurgeon.in,2020-03-25 06:24:03+00:00,1,2,#Navratri #COVID19 #StayAtHome #StayAtHome #HappyNavratri,Mumbai,Heartiest greetings to everyone on Chaitra Navratri May Maa Durga bless all of us to contribute our utmost in fighting the COVID19 for the welfare of the entire world StayAtHome HappyNavratri DigiSurgeon Info Solutions Web,Neutral
AbhinayBhasin,"Just penned down a few thoughts on the Socio- Economic impact of #COVID19 Thanks for the feature @businessinsider Easier said than done, but let’s hope humanity can get this one under control. @DentsuAegisIN @dentsuaegis @dentsuaegisAPAC",2020-03-25 06:17:02+00:00,2,6,#COVID19,Mumbai,Just penned down a few thoughts on the Socio Economic impact of COVID19 Thanks for the feature Easier said than done but let s hope humanity can get this one under control,Positive
KevinZatakia,"If #TheOffice ever released an episode on #COVID19, Michael would be blaming Toby for contracting the virus in Costa Rica!",2020-03-25 06:15:10+00:00,0,3,#TheOffice #COVID19,Mumbai,If TheOffice ever released an episode on COVID19 Michael would be blaming Toby for contracting the virus in Costa Rica,Neutral
aumnamah_,I & U can take V_R_S (Voluntary Retirement Scheme) & break the chain of VIRUS #21daylockdown #IndiaFightsCorona #21DaysChallenge #COVID19 https://twitter.com/priyaakulkarni2/status/1242539605766725637?s=21,2020-03-25 06:03:04+00:00,0,0,#21daylockdown #IndiaFightsCorona #21DaysChallenge #COVID19,Mumbai,I U can take V R S Voluntary Retirement Scheme break the chain of VIRUS 21daylockdown IndiaFightsCorona 21DaysChallenge COVID19,Neutral
firozeshakir,Please feed stray dogs cats in your area . #caronavirus #21dayslockdown #covid19 #feedstrays Read my thoughts on YourQuote app at https://www.yourquote.in/firoze-shakir-bq0x4/quotes/please-feed-stray-dogs-cats-your-area-5epl3,2020-03-25 05:24:33+00:00,1,3,#caronavirus #21dayslockdown #covid19 #feedstrays,Mumbai,Please feed stray dogs cats in your area caronavirus 21dayslockdown covid19 feedstrays Read my thoughts on YourQuote app at,Neutral
firozeshakir,The unfortunate during the lockdown at #BandraBazar #21daysLockdown #Covid19 #caronavirus2020,2020-03-25 05:11:59+00:00,0,1,#BandraBazar #21daysLockdown #Covid19 #caronavirus2020,Mumbai,The unfortunate during the lockdown at BandraBazar 21daysLockdown Covid19 caronavirus2020,Negative
Amit_Badwaik95,"CM Pinarayi Vijayan announced a staggering Rs 20,000/- crore package to fight #COVID19 for Kerala PM Narendra Modi announced a Rs 15,000/- crore package without a roadmap for entire country That's the difference between a compassionate leader &amp; megalomaniac. #21daysLockdown",2020-03-25 05:10:15+00:00,3,6,#COVID19 #21daysLockdown,Mumbai,CM Pinarayi Vijayan announced a staggering Rs 20 000 crore package to fight COVID19 for Kerala PM Narendra Modi announced a Rs 15 000 crore package without a roadmap for entire country That s the difference between a compassionate leader amp megalomaniac 21daysLockdown,Neutral
Arshisarunfan,"#StayAtHomeSaveLives #StayHomeStaySafe Stay at home, save yourself &amp; others from #Covid19 #coronavirus. At home you can binge on Part 1 of Iss Pyar Ko Kya Naam Doon #MahaMovie #SanayaIrani #BarunSobti #IPKKND #Arshi The Saga of Pure Love on #Hotstar!",2020-03-25 05:05:25+00:00,16,35,#StayAtHomeSaveLives #StayAtHomeSaveLives #StayHomeStaySafe #Covid19 #coronavirus #MahaMovie #SanayaIrani #BarunSobti #IPKKND #Arshi #Hotstar,Mumbai,StayAtHomeSaveLives StayHomeStaySafe Stay at home save yourself amp others from Covid19 coronavirus At home you can binge on Part 1 of Iss Pyar Ko Kya Naam Doon MahaMovie SanayaIrani BarunSobti IPKKND Arshi The Saga of Pure Love on Hotstar,Positive
aartiinaagpal,"Good morning ,Every Dark cloud has silver lining. This is the opportunity to transform yourself. JUST DO IT. HOME SWEET HOME ,Make it true NOW. #aartiinaagpal #21dayslockdown #unitedwewin #quarantine #covid19 #blessingsindisguise #motivationalspeaker #gharparrahona @akshaykumar",2020-03-25 03:42:29+00:00,3,37,#aartiinaagpal #21dayslockdown #unitedwewin #quarantine #covid19 #blessingsindisguise #motivationalspeaker #gharparrahona,Mumbai,Good morning Every Dark cloud has silver lining This is the opportunity to transform yourself JUST DO IT HOME SWEET HOME Make it true NOW aartiinaagpal 21dayslockdown unitedwewin quarantine covid19 blessingsindisguise motivationalspeaker gharparrahona,Positive
SocialHawker,@CMOMaharashtra what about unorganised labourers? what about housemaids? what about car cleaners? what about security guards? what about newspaper boys? what about milkmen? what about cleaners? Why not allow them to pick up salaries from their employers? #covid19 #covid19 #virus,2020-03-25 03:30:19+00:00,0,0,#covid19 #covid19 #virus,Mumbai,what about unorganised labourers what about housemaids what about car cleaners what about security guards what about newspaper boys what about milkmen what about cleaners Why not allow them to pick up salaries from their employers covid19 covid19 virus,Neutral
shah_jagdeep,Ask them to take their #covid19 back please ,2020-03-25 03:29:44+00:00,0,0,#covid19,Mumbai,Ask them to take their covid19 back please,Neutral
DevAnan55207658,It’s time to overreact . Stay home stay safe. #COVID19,2020-03-25 03:21:05+00:00,0,0,#COVID19,Mumbai,It s time to overreact Stay home stay safe COVID19,Positive
SocialHawker,@CMOMaharashtra what about unskilled labourers? what about housemaids? what about car cleaners? what about security guards? what about newspaper boys? what about milkmen? what about cleaners? Why not allow them to pick up salaries from their employers? #covid19 #covid19 #virus,2020-03-25 02:31:17+00:00,0,0,#covid19 #covid19 #virus,Mumbai,what about unskilled labourers what about housemaids what about car cleaners what about security guards what about newspaper boys what about milkmen what about cleaners Why not allow them to pick up salaries from their employers covid19 covid19 virus,Neutral
SocialHawker,@mybmcHealthDept @mybmc what about unskilled labourers? what about housemaids? what about car cleaners? what about security guards? what about newspaper boys? what about milkmen? what about cleaners? Why not allow them to pick up salaries from their employers? #covid19 #covid19,2020-03-25 02:30:20+00:00,0,0,#covid19 #covid19,Mumbai,what about unskilled labourers what about housemaids what about car cleaners what about security guards what about newspaper boys what about milkmen what about cleaners Why not allow them to pick up salaries from their employers covid19 covid19,Neutral
SocialHawker,@mybmc what about the unskilled labourers? what about the housemaids? what about the car cleaners? what about the security guards? what about the newspaper boys? what about the milkmen? what about the cleaners? Why not allow them to pick up salaries from their employers? #covid19,2020-03-25 02:29:14+00:00,0,0,#covid19,Mumbai,what about the unskilled labourers what about the housemaids what about the car cleaners what about the security guards what about the newspaper boys what about the milkmen what about the cleaners Why not allow them to pick up salaries from their employers covid19,Neutral
kitsharma,"Sorry. Did I read it incorrectly? The Order disallows cities from placing restrictions on crowded parks, golf courses, and beauty salons-all deemed “essential”services by this order. Really? When we need social distancing? Is this a suicide wish? #COVID19",2020-03-25 02:25:04+00:00,0,4,#COVID19,Mumbai,Sorry Did I read it incorrectly The Order disallows cities from placing restrictions on crowded parks golf courses and beauty salons all deemed essential services by this order Really When we need social distancing Is this a suicide wish COVID19,Negative
mritunjay1978,Amid complete lockdown topsy turvy is the only word which describes today milieu . Only word which can bring back normalcy is HOPE! #Covid19,2020-03-25 02:15:58+00:00,0,0,#Covid19,Mumbai,Amid complete lockdown topsy turvy is the only word which describes today milieu Only word which can bring back normalcy is HOPE Covid19,Positive
jineshshah136,Thank you so much to those human being who are working & helping while our country is locked down due to COVID-19. Really hats off. God bless you guys. Jai Hind Jai Maharashtra #COVID19 #StayAtHomeSaveLives #StayHomeStaySafe #21daysLockdown #GoCoronaGo,2020-03-24 23:05:10+00:00,0,0,#COVID19 #StayAtHomeSaveLives #StayAtHomeSaveLives #StayHomeStaySafe #21daysLockdown #GoCoronaGo,Mumbai,Thank you so much to those human being who are working helping while our country is locked down due to COVID 19 Really hats off God bless you guys Jai Hind Jai Maharashtra COVID19 StayAtHomeSaveLives StayHomeStaySafe 21daysLockdown GoCoronaGo,Positive
Handle_Rahul,"C. Offer them a line of credit for their April salaries too. It’s a difficult time for them as well. D. Educate them on what they need to do if they or their family members show #COVID19 symptoms. Where to go, whom to contact, etc.",2020-03-24 23:03:07+00:00,0,5,#COVID19,Mumbai,C Offer them a line of credit for their April salaries too It s a difficult time for them as well D Educate them on what they need to do if they or their family members show COVID19 symptoms Where to go whom to contact etc,Negative
abhinitk,raves from now on waiting for #covid19 updates: ,2020-03-24 22:43:43+00:00,1,1,#covid19,Mumbai,raves from now on waiting for covid19 updates,Neutral
natt_arsenal,"People still don't get it. If your parents or siblings get sick you can't do shit about it. You get 'em tested if they're #COVID19 +ve you'll either see them healthy again, or be helpless to help them out while they die slowly drowning in their own body. #21daysLockdown",2020-03-24 21:48:47+00:00,0,0,#COVID19 #21daysLockdown,Mumbai,People still don t get it If your parents or siblings get sick you can t do shit about it You get em tested if they re COVID19 ve you ll either see them healthy again or be helpless to help them out while they die slowly drowning in their own body 21daysLockdown,Negative
pepperonipizz_a,"There is absolutely no need to panic. Unless, you haven’t stocked up on Alcohol. #COVID19 #CoronavirusLockdown #Coronavirus #StayHome #StayAtHome",2020-03-24 20:50:09+00:00,0,0,#COVID19 #CoronavirusLockdown #Coronavirus #StayHome #StayHome #StayAtHome #StayAtHome,Mumbai,There is absolutely no need to panic Unless you haven t stocked up on Alcohol COVID19 CoronavirusLockdown Coronavirus StayHome StayAtHome,Negative
aadipa,"Everyone messes up. We all pray the price eventually. By 14th Feb, there were only 2 known deaths and only 2 known cases outside China, due to what we now know as #COVID19, a disease caused by novel coronavirus strain that we now identify as SARS-CoV-2. ",2020-03-24 20:28:24+00:00,0,0,#COVID19,Mumbai,Everyone messes up We all pray the price eventually By 14th Feb there were only 2 known deaths and only 2 known cases outside China due to what we now know as COVID19 a disease caused by novel coronavirus strain that we now identify as SARS CoV 2,Negative
Shimographer,Home alone. Wish me luck. #21Days #COVID19 #StayHomeIndia #LockdownIndia,2020-03-24 19:44:50+00:00,0,2,#21Days #COVID19 #StayHomeIndia #LockdownIndia,Mumbai,Home alone Wish me luck 21Days COVID19 StayHomeIndia LockdownIndia,Neutral
Shimographer,Global boycott on China? #COVID19,2020-03-24 19:37:24+00:00,0,1,#COVID19,Mumbai,Global boycott on China COVID19,Neutral
HyderAzam,Due 2 outbreak of deadly #coronavirus there’s a shortage of police who is working day &amp; night for d safety of people i decided to give away my police protection back to @MumbaiPolice so the police personal can join d necessary dept to tackel issues related 2 #COVID19 on field ,2020-03-24 19:17:35+00:00,15,190,#coronavirus #COVID19,Mumbai,Due 2 outbreak of deadly coronavirus there s a shortage of police who is working day amp night for d safety of people i decided to give away my police protection back to so the police personal can join d necessary dept to tackel issues related 2 COVID19 on field,Negative
