User,Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,Sentiment1,Positive,Negative,Neutral
access_anjlee,Many thanks to @UNESCAP for the historical #webinar on accelerating #disability inclusive response in #AsiaPacific on #Covid19 through sharing learning #buildbackbetter,2020-05-15 04:18:26+00:00,2,3,#webinar #disability #AsiaPacific #Covid19 #buildbackbetter,Delhi,Many thanks to for the historical webinar on accelerating disability inclusive response in AsiaPacific on Covid19 through sharing learning buildbackbetter,1,629,195,273
jasminrayz,Parenting in Covid :- Day 15 - ‘Make yourself your priority’ #jasminkumar #liftupyourself #parentingincovid #parentinginlockdown #covid19 #parentinganswersbyjasminkumar #livelife #unwind #managestress #empoweredparentsforum,2020-05-15 04:16:28+00:00,0,3,#jasminkumar #liftupyourself #parentingincovid #parentinginlockdown #covid19 #parentinganswersbyjasminkumar #livelife #unwind #managestress #empoweredparentsforum,Delhi,Parenting in Covid Day 15 Make yourself your priority jasminkumar liftupyourself parentingincovid parentinginlockdown covid19 parentinganswersbyjasminkumar livelife unwind managestress empoweredparentsforum,0,629,195,274
cool_bindra,False #diamondplaza #covid19 #covid19pandemic #quiz @DiamondplazaCal. Join @SoniaKaurBindr1 @chilled_Sup @SajidSilawat1 @aanchalsweet92 @jaydip4m @7thNovember,2020-05-15 03:40:38+00:00,1,1,#diamondplaza #covid19 #covid19pandemic #quiz,Delhi,False diamondplaza covid19 covid19pandemic quiz Join Sup,-1,629,196,274
Pratibhabjp,"२ चिंताजनक खबरें In Delhi, 410 deaths as per #COVID19 SOP(standard operating procedure) but @ArvindKejriwal government saying only 86 now after audit of one month @AamAadmiParty government added 20 more deaths to old data, makes it 106 Thanks media for bringing the truth out.",2020-05-15 03:28:44+00:00,6,10,#COVID19,Delhi,In Delhi 410 deaths as per COVID19 SOP standard operating procedure but government saying only 86 now after audit of one month government added 20 more deaths to old data makes it 106 Thanks media for bringing the truth out,1,630,196,274
DEFindia,"Join @OsamaManzar today as he talks about accelerating digital financial inclusion at #charcha2020 hosted by @_sattva. For more details as well as to register, check: http://charcha2020.splashthat.com #covid19 #digital #webinar #finance",2020-05-15 03:06:45+00:00,3,7,#charcha2020 #covid19 #digital #webinar #finance,Delhi,Join today as he talks about accelerating digital financial inclusion at charcha2020 hosted by sattva For more details as well as to register check covid19 digital webinar finance,1,631,196,274
Parag_Kar,"https://paragkar.com/map-zero-cases-n-days/ Above is the most important tool to track progress. Move the date slider and see whether the red spots (districts with some cases in 21 days) are diminishing. If not then the conclusion is that virus is spreading, and will need more time. #covid19",2020-05-15 01:05:09+00:00,0,0,#covid19,Delhi,Above is the most important tool to track progress Move the date slider and see whether the red spots districts with some cases in 21 days are diminishing If not then the conclusion is that virus is spreading and will need more time covid19,1,632,196,274
sss1482,India is moving towards a more balanced development across urban/rural & primary /secondary /tertiary sectors. Thanks to @PMOIndia @nsitharaman @neelkamald @AgriGoI farmers set to get a larger share of wallet. #COVID19 #IndiaFightsCOVID19 #enam,2020-05-14 23:49:42+00:00,0,0,#COVID19 #IndiaFightsCOVID19 #enam,Delhi,India is moving towards a more balanced development across urban rural primary secondary tertiary sectors Thanks to farmers set to get a larger share of wallet COVID19 IndiaFightsCOVID19 enam,1,633,196,274
YasserHussaink,"World class medical facilities of #DelhiGoverment , Delhi Govt hospitals are ready to fight with #COVID19....Please go through the video and understand the reality..Thank You @ArvindKejriwal @SatyendarJain @msisodia @drharshvardhan @KhanAmanatullah......",2020-05-14 23:28:23+00:00,0,1,#DelhiGoverment #COVID19,Delhi,World class medical facilities of DelhiGoverment Delhi Govt hospitals are ready to fight with COVID19 Please go through the video and understand the reality Thank You,1,634,196,274
GarimaBhaskar,@amazonIN @AmazonHelp My account got hacked and gift cards were purchased from my Amazon pay balance without needing any confirmation. How unsafe is Amazon pay? How do I get my money back? #amazonhelp #CustomerService #Customers #AmazonPrime #COVID19,2020-05-14 19:46:58+00:00,1,1,#amazonhelp #CustomerService #Customers #AmazonPrime #COVID19,Delhi,My account got hacked and gift cards were purchased from my Amazon pay balance without needing any confirmation How unsafe is Amazon pay How do I get my money back amazonhelp CustomerService Customers AmazonPrime COVID19,0,634,196,275
MaanushiRana,"As #covid19 continues, patients all across the globe are worried about how pandemic-related stress will affect their family's long-term #mentalhealt and physical health. A #blog dedicated to all would be #mommy and #newbie mom's #MentalHealthMonth https://www.linkedin.com/pulse/pandemic-pregnancies-your-pregnancy-matters-maanushi-rana",2020-05-14 19:32:56+00:00,0,1,#covid19 #mentalhealt #blog #mommy #newbie #MentalHealthMonth,Delhi,As covid19 continues patients all across the globe are worried about how pandemic related stress will affect their family s long term mentalhealt and physical health A blog dedicated to all would be mommy and newbie mom s MentalHealthMonth,-1,634,197,275
Awanish1236,While everyone is locked in their homes not risking themselves in this pandemic. But there are few who are risking everything to save the people in need. Cheers to the #coronawarriors of India. #covid19 #corona… https://www.instagram.com/p/CALeLHDFf-K/?igshid=1odgwev8qzphh,2020-05-14 19:01:03+00:00,0,0,#coronawarriors #covid19 #corona,Delhi,While everyone is locked in their homes not risking themselves in this pandemic But there are few who are risking everything to save the people in need Cheers to the coronawarriors of India covid19 corona,-1,634,198,275
MikeDesai,"@FAISALIRFAN should increase his Delhi footprint. Very simple reason - Aligarh isn't known for great schools &amp; in the post #COVID19 world, it would be silly to even think of Mumbai, unless one is based there in any case. Cc: @xyz15141514",2020-05-14 18:12:35+00:00,0,1,#COVID19,Delhi,should increase his Delhi footprint Very simple reason Aligarh isn t known for great schools amp in the post COVID19 world it would be silly to even think of Mumbai unless one is based there in any case Cc,1,635,198,275
anupamyad," The @YouTube'rs who used their #CreativeSkills by cardboard for a dream Car! Don't Panic, #Corona 24x7 #TollFree 1075, 01123978046 &amp; 9013151515 to Fight against #COVID19.. #घरमेंरहेंस्वस्थरहें All d Bst! B Sporty Happy.. जय हिन्द! #HappyYadav https://twitter.com/anupamyad/status/1260895219043753985 – at HUDCO Place",2020-05-14 18:10:11+00:00,1,1,#CreativeSkills #Corona #TollFree #COVID19 #HappyYadav,Delhi,The rs who used their CreativeSkills by cardboard for a dream Car Don t Panic Corona 24x7 TollFree 1075 01123978046 amp 9013151515 to Fight against COVID19 All d Bst B Sporty Happy HappyYadav at HUDCO Place,1,636,198,275
NEMPALKASHYAP66,"PM Modi interacts with Bill and Melinda Gates Foundation co-chair, Bill Gates via video conference. They discussed the global response to #COVID19, and the importance of global coordination on scientific innovation and R&amp;D to combat the #pandemic.",2020-05-14 18:09:09+00:00,0,0,#COVID19 #pandemic,Delhi,PM Modi interacts with Bill and Melinda Gates Foundation co chair Bill Gates via video conference They discussed the global response to COVID19 and the importance of global coordination on scientific innovation and R amp D to combat the pandemic,0,636,198,276
kaajal_Bali,Let's we all #PrayForHumanity to throughout this bloody #COVID19 pandemic from the world. ,2020-05-14 18:06:41+00:00,1,2,#PrayForHumanity #COVID19,Delhi,Let s we all PrayForHumanity to throughout this bloody COVID19 pandemic from the world,-1,636,199,276
pundhirgs,Emotional concerns PROMOTED by @Lenovo @LenovoMobileIN #lenovo We are entering a new world #CoronaVirusUpdates #COVID19 @mandybedi ,2020-05-14 17:45:56+00:00,0,0,#lenovo #CoronaVirusUpdates #COVID19,Delhi,Emotional concerns PROMOTED by lenovo We are entering a new world CoronaVirusUpdates COVID19,1,637,199,276
BagaiLegal,"@BAGAILEGAL’s Founder @CA_Bagai was delighted to be invited as the judge of the final round of #Finertia20 @fic_srcc. Judging happened remotely due to #COVID &amp; saw 2000+ teams from #IIM, #IIT, St Xaviers, etc. + #motivation #casestudy #competition #lockdown #BagaiLegal #COVID19 – at Shri Ram College of Commerce",2020-05-14 17:28:44+00:00,0,4,#Finertia20 #COVID #IIM #IIT #motivation #casestudy #competition #lockdown #BagaiLegal #COVID19,Delhi,s Founder Bagai was delighted to be invited as the judge of the final round of Finertia20 srcc Judging happened remotely due to COVID amp saw 2000 teams from IIM IIT St Xaviers etc motivation casestudy competition lockdown BagaiLegal COVID19 at Shri Ram College of Commerce,1,638,199,276
drnitesht,Side effects of #Corona WA #COVID19 #CoronaWillEndSoon #CoronaLockdown #LOL #coronaIndia #gocorona,2020-05-14 16:35:09+00:00,0,0,#Corona #COVID19 #CoronaWillEndSoon #CoronaLockdown #LOL #coronaIndia #gocorona,Delhi,Side effects of Corona WA COVID19 CoronaWillEndSoon CoronaLockdown LOL coronaIndia gocorona,1,639,199,276
manojgtm70,"The sooner action is taken, the sooner we can stop #covid19",2020-05-14 15:39:47+00:00,0,0,#covid19,Delhi,The sooner action is taken the sooner we can stop covid19,1,640,199,276
AbhinavMishrAAP,"Awareness towards #covid19 &amp; door to door Sanitisation of C Block &amp; DDA Market, Sector 15, Rohini. #rohinifightscorona",2020-05-14 15:12:08+00:00,7,11,#covid19 #rohinifightscorona,Delhi,Awareness towards covid19 amp door to door Sanitisation of C Block amp DDA Market Sector 15 Rohini rohinifightscorona,0,640,199,277
IskconComIND,"Media Report on *ISKCON COVID-19’s Food Relief Initiatives* along with State's Government, Civil Defence Personnels and Volunteers supports feeding hungers in lockdown @GKGmedia #HungerFreeIndia #COVID19 @SanskarOfficial",2020-05-14 14:27:42+00:00,5,9,#HungerFreeIndia #COVID19,Delhi,Media Report on ISKCON COVID 19 s Food Relief Initiatives along with State s Government Civil Defence Personnels and Volunteers supports feeding hungers in lockdown HungerFreeIndia COVID19,0,640,199,278
amitabhnews18,FM @nsitharaman announces relief for poor *Free food grains to Migrants for 2 months *Technology to enable Migrants access #PDS from any Fair Price Shops in India by March21. One Nation one Ration Card *Scheme for Affordable Rental Housing for Migrant Worker/Urban Poor #covid19,2020-05-14 14:11:43+00:00,0,3,#PDS #covid19,Delhi,FM announces relief for poor Free food grains to Migrants for 2 months Technology to enable Migrants access PDS from any Fair Price Shops in India by March21 One Nation one Ration Card Scheme for Affordable Rental Housing for Migrant Worker Urban Poor covid19,1,641,199,278
DebateMarketers,Here are some mobile app trends who are ruling in 2020. #mobileapptrends #apptrends #mobileapp #apps #appdeveloper #appdevelopment #trends #covid19 ,2020-05-14 14:01:15+00:00,0,0,#mobileapptrends #apptrends #mobileapp #apps #appdeveloper #appdevelopment #trends #covid19,Delhi,Here are some mobile app trends who are ruling in 2020 mobileapptrends apptrends mobileapp apps appdeveloper appdevelopment trends covid19,0,641,199,279
amegh_gopinath,The #Coronavirus slayer! Efforts put in by #Kerala's health minister - #ShailajaTeacher in helping the state from #COVID19 is nothing less than a miracle. ,2020-05-14 13:31:47+00:00,0,1,#Coronavirus #Kerala #ShailajaTeacher #COVID19,Delhi,The Coronavirus slayer Efforts put in by Kerala s health minister ShailajaTeacher in helping the state from COVID19 is nothing less than a miracle,-1,641,200,279
DhawnKumar,#20LakhCrorePackage #dowfutures #SGXNIFTY #COVID19 now only 3 lakh crore is to be revealed Will there be any relief in direct taxes let’s see in coming days it’s mainly easy loan package for all classes but already under loan pressure and interest and EMI to be paid .. continue,2020-05-14 13:18:56+00:00,0,1,#20LakhCrorePackage #dowfutures #SGXNIFTY #COVID19,Delhi,20LakhCrorePackage dowfutures SGXNIFTY COVID19 now only 3 lakh crore is to be revealed Will there be any relief in direct taxes let s see in coming days it s mainly easy loan package for all classes but already under loan pressure and interest and EMI to be paid continue,1,642,200,279
AnilNigam12,You may read my article in today's Dainik Bhaskar on the challenges on #COVID19 #coronavirus #COVID,2020-05-14 13:08:10+00:00,6,17,#COVID19 #coronavirus #COVID,Delhi,You may read my article in today s Dainik Bhaskar on the challenges on COVID19 coronavirus COVID,0,642,200,280
PencyS,100% these states are hiding #COVID19 +ve cases &amp;deaths.The situation is terrible in these states. In Delhi there’s clash b/w MCD &amp; DelhiGovt as per MCD n.o of deaths r way higher like 300+ Kejriwal desperately wants to open everything putting life of people in the mouth of death ,2020-05-14 13:05:15+00:00,1,2,#COVID19,Delhi,100 these states are hiding COVID19 ve cases amp deaths The situation is terrible in these states In Delhi there s clash b w MCD amp DelhiGovt as per MCD n o of deaths r way higher like 300 Kejriwal desperately wants to open everything putting life of people in the mouth of death,-1,642,201,280
DEFindia,"#Covid19DEFDialogue In E16, @apar1984, of @internetfreedom, talks to @OsamaManzar about how the government can aid people at the bottom of the pyramid through digital technology. He also talks about #AarogyaSetu and its #privacy issues. https://m.youtube.com/watch?v=Er265xzD6ts #Covid19 #Digital",2020-05-14 12:58:33+00:00,3,9,#Covid19DEFDialogue #AarogyaSetu #privacy #Covid19 #Digital,Delhi,Covid19DEFDialogue In E16 of talks to about how the government can aid people at the bottom of the pyramid through digital technology He also talks about AarogyaSetu and its privacy issues Covid19 Digital,0,642,201,281
PankajK86099238,Delhi Police is at high risk #coronavirus #COVID19,2020-05-14 12:55:14+00:00,0,0,#coronavirus #COVID19,Delhi,Delhi Police is at high risk coronavirus COVID19,1,643,201,281
katyaupreti,#CBSE gives one time opportunity to failed students of 9th and 11th in view of #COVID19 @NBTDilli,2020-05-14 12:54:22+00:00,0,1,#CBSE #COVID19,Delhi,CBSE gives one time opportunity to failed students of 9th and 11th in view of COVID19,-1,643,202,281
bharatkhurana93,Who said Global Warming is not a thing? Scary hailstorm in mid May is normal? #coronastorm #COVID19 ,2020-05-14 12:45:53+00:00,0,1,#coronastorm #COVID19,Delhi,Who said Global Warming is not a thing Scary hailstorm in mid May is normal coronastorm COVID19,-1,643,203,281
subrataNE,"If we get it right, the response to #COVID19 may not only minimize pain and suffering now, but can also build the foundation for a greener, safer, and more prosperous future. #BuildBackBetter",2020-05-14 12:43:28+00:00,0,0,#COVID19 #BuildBackBetter,Delhi,If we get it right the response to COVID19 may not only minimize pain and suffering now but can also build the foundation for a greener safer and more prosperous future BuildBackBetter,1,644,203,281
iamnikhilnanda,Shouldn't surprise anyone if results are positive. #Ayurvedic pharmacopoeia has on record several natural formulations that are proven powerful anti-virals where allopathy did not proffer any long-term relief @moayush @CSIR_IND #COVID19 #coronavirus ,2020-05-14 12:20:12+00:00,3,4,#Ayurvedic #COVID19 #coronavirus,Delhi,Shouldn t surprise anyone if results are positive Ayurvedic pharmacopoeia has on record several natural formulations that are proven powerful anti virals where allopathy did not proffer any long term relief IND COVID19 coronavirus,1,645,203,281
FaisalSaheb,https://twitter.com/FaisalSaheb/status/1260899157033668611?s=19 Please like retweet tha tweet #COVID19 effects on migrant laborers. @imfulara @rupiiism @MattasNeetu @PrinceAAP @_AjitTyagi @Pawansh07 @advbagga @AamAadmiParty @SabhajeetAAP @VinayPatelAAP @DaaruBaazMehta @BajpaiDeepak @Samaaj_seva_sln @SabhajeetAAP,2020-05-14 11:50:42+00:00,0,3,#COVID19,Delhi,Please like retweet tha tweet COVID19 effects on migrant laborers AjitTyagi seva sln,0,645,203,282
AjayMohanAIIMS,Railway cancels all tickets till 30th June #COVID19 #IndianRailways #IndiaFightsCorona,2020-05-14 11:31:01+00:00,3,12,#COVID19 #IndianRailways #IndiaFightsCorona,Delhi,Railway cancels all tickets till 30th June COVID19 IndianRailways IndiaFightsCorona,0,645,203,283
BTVI,Direct Support to #Farmers &amp; Rural Economy provided post #COVID19 as part of #AatmaNirbharBharatPackage : Finance Minister @nsitharaman,2020-05-14 10:53:12+00:00,1,0,#Farmers #COVID19 #AatmaNirbharBharatPackage,Delhi,Direct Support to Farmers amp Rural Economy provided post COVID19 as part of AatmaNirbharBharatPackage Finance Minister,1,646,203,283
BTVI,"Death toll due to #COVID19 rises to 2,549; cases climb to 78,003 in India: @MoHFW_INDIA",2020-05-14 10:51:49+00:00,4,9,#COVID19,Delhi,Death toll due to COVID19 rises to 2 549 cases climb to 78 003 in India INDIA,-1,646,204,283
agrrahul7,If anyone would like to know where exactly #pmmodi is investing of ₹20 lakh crore then here are the details of the special stimulus package. #coronavirusindia #covid19 #healthcareheroes,2020-05-14 10:31:37+00:00,0,3,#pmmodi #coronavirusindia #covid19 #healthcareheroes,Delhi,If anyone would like to know where exactly pmmodi is investing of 20 lakh crore then here are the details of the special stimulus package coronavirusindia covid19 healthcareheroes,1,647,204,283
19nsverma,People are constantly looking for the right information during the times of #COVID19. Join the #CallForCode initiative and share tech solutions for crisis communication. @ibm_in https://ibm.co/3bEM5sT,2020-05-14 10:02:26+00:00,0,0,#COVID19 #CallForCode,Delhi,People are constantly looking for the right information during the times of COVID19 Join the CallForCode initiative and share tech solutions for crisis communication in,1,648,204,283
Nikhil_M10,Great job Team @Sponso3 #COVID19 #COVID19India #gocoronago #CoronaWarriorsIndia,2020-05-14 09:59:02+00:00,0,1,#COVID19 #COVID19India #gocoronago #CoronaWarriorsIndia,Delhi,Great job Team COVID19 COVID19India gocoronago CoronaWarriorsIndia,1,649,204,283
QualityCouncil,The Mahamana Declarations being drafted by a nine-member working group in @bhupro will help strengthen the battle against #COVID19 . Know more about Mahamana Declarations https://bit.ly/2zyLYkx,2020-05-14 09:44:54+00:00,5,10,#COVID19,Delhi,The Mahamana Declarations being drafted by a nine member working group in will help strengthen the battle against COVID19 Know more about Mahamana Declarations,1,650,204,283
GarimaBhaskar,"Delivery to be available in orange and green zones, pre-order on amazon #oneplus8serieslaunch #OnePlus8Pro #COVID19 #CoronaWillEndSoon #Smartphones",2020-05-14 09:40:46+00:00,0,0,#oneplus8serieslaunch #OnePlus8Pro #COVID19 #CoronaWillEndSoon #Smartphones,Delhi,Delivery to be available in orange and green zones pre order on amazon oneplus8serieslaunch OnePlus8Pro COVID19 CoronaWillEndSoon Smartphones,1,651,204,283
VaisakhJayapal,Kerala CM @vijayanpinarayi to meet media at 5.30pm after FM @nsitharaman’s Press Meet. #COVID19,2020-05-14 09:36:45+00:00,0,1,#COVID19,Delhi,Kerala CM to meet media at 5 30pm after FM s Press Meet COVID19,0,651,204,284
theCanonFanboy,"Just saying, I miss this place, would be such an understatement! #dillimerijaan #thursdaymorning #TBT #lockdown #covid19 @connaughtplace1 @incredibleindia",2020-05-14 09:13:10+00:00,2,7,#dillimerijaan #thursdaymorning #TBT #lockdown #covid19,Delhi,Just saying I miss this place would be such an understatement dillimerijaan thursdaymorning TBT lockdown covid19,0,651,204,285
Vrishtidawra04,Petition to strengthen INDIA's Health Care System. https://www.oxfamindia.org/thank-you-petition Sign the Petition #health #HealthForAll #COVID19 #SwasthaBharat,2020-05-14 09:10:28+00:00,0,0,#health #HealthForAll #COVID19 #SwasthaBharat,Delhi,Petition to strengthen INDIA s Health Care System Sign the Petition health HealthForAll COVID19 SwasthaBharat,0,651,204,286
theCanonFanboy,Question! #AatmanirbharBharat #covid19 #coronavirus #lockdown #PMModi,2020-05-14 08:59:52+00:00,0,3,#AatmanirbharBharat #covid19 #coronavirus #lockdown #PMModi,Delhi,Question AatmanirbharBharat covid19 coronavirus lockdown PMModi,0,651,204,287
Mohitahuja30,"472 #COVID19 positive cases reported in Delhi in the last 24 hours, 187 people recovered. No deaths reported in the last 24.. Total number of positive cases in Delhi stands at 8470, including 3045 recovered and 115 deaths..इसमे भी घोटाला लगता है @KapilMishra_IND",2020-05-14 08:08:41+00:00,1,1,#COVID19,Delhi,472 COVID19 positive cases reported in Delhi in the last 24 hours 187 people recovered No deaths reported in the last 24 Total number of positive cases in Delhi stands at 8470 including 3045 recovered and 115 deaths IND,1,652,204,287
PraveenDavar,"#Homoeopathy for #COVID19 . Bryonia 200, Rhus Tox 200 ,Arsenic Alb 30 may be considered as preventives. To be taken only if your #Homoeopthic doctor advises you alongwith the right potency and dosage. No risk, no side effects.Give #HomoeopathyaChance.",2020-05-14 08:02:22+00:00,1,4,#Homoeopathy #COVID19 #Homoeopthic #HomoeopathyaChance,Delhi,Homoeopathy for COVID19 Bryonia 200 Rhus Tox 200 Arsenic Alb 30 may be considered as preventives To be taken only if your Homoeopthic doctor advises you alongwith the right potency and dosage No risk no side effects Give HomoeopathyaChance,1,653,204,287
jeelanikash,"Delhi reports 472 new #COVID19 cases. This is highest single-day jump so far. Total #Covid_19 cases in #Delhi rise to 8,470 187 new patients have recovered. Total patients recovered: 3,045 Total deaths so far: 115 #coronavirus",2020-05-14 08:01:15+00:00,3,3,#COVID19 #Covid_19 #Delhi #coronavirus,Delhi,Delhi reports 472 new COVID19 cases This is highest single day jump so far Total Covid 19 cases in Delhi rise to 8 470 187 new patients have recovered Total patients recovered 3 045 Total deaths so far 115 coronavirus,1,654,204,287
specialcyberfor,Indian Army HAL Rudra in Action. Indian Army #HizbulWipedOut #COVID19 #Corona,2020-05-14 07:46:31+00:00,0,1,#HizbulWipedOut #COVID19 #Corona,Delhi,Indian Army HAL Rudra in Action Indian Army HizbulWipedOut COVID19 Corona,1,655,204,287
M__Bhardwaj, Credit #COVID19 #natureishealing,2020-05-14 07:12:48+00:00,0,1,#COVID19 #natureishealing,Delhi,Credit COVID19 natureishealing,0,655,204,288
theCanonFanboy,Matlab ho kya raha hai! Rs.10k for a taxi from airport to Noida and Ghaziabad! Where are we headed to? #lockdown #covid19 #UPSRTC,2020-05-14 06:58:55+00:00,0,2,#lockdown #covid19 #UPSRTC,Delhi,Matlab ho kya raha hai Rs 10k for a taxi from airport to Noida and Ghaziabad Where are we headed to lockdown covid19 UPSRTC,0,655,204,289
theCanonFanboy,"I wish to go out, create pictures, feel the air. That's all I wish for right now. #majormissing #ThursdayThoughts #delhi #lockdown4point0 #covid19 #CanonEOSRP @Canon_India",2020-05-14 06:23:50+00:00,0,2,#majormissing #ThursdayThoughts #delhi #lockdown4point0 #covid19 #CanonEOSRP,Delhi,I wish to go out create pictures feel the air That s all I wish for right now majormissing ThursdayThoughts delhi lockdown4point0 covid19 CanonEOSRP India,1,656,204,289
iamnikhilnanda,Package announced by PM @narendramodi for economic revival in wake of #covid19 has shown #PakistanArmy @ImranKhanPTI their place who have bankrupted their country in pursuit of exporting terror to the world #FATF #AtmaNirbharBharatAbhiyan @PMOIndia ,2020-05-14 05:44:45+00:00,2,3,#covid19 #PakistanArmy #FATF #AtmaNirbharBharatAbhiyan,Delhi,Package announced by PM for economic revival in wake of covid19 has shown PakistanArmy their place who have bankrupted their country in pursuit of exporting terror to the world FATF AtmaNirbharBharatAbhiyan,1,657,204,289
listenamit,"Supreme Court asks lawyers not to put on coat, long gowns during #COVID19 pandemic. #SupremeCourt #laws Source: @DailyExcelsior1",2020-05-14 05:33:03+00:00,1,1,#COVID19 #SupremeCourt #laws,Delhi,Supreme Court asks lawyers not to put on coat long gowns during COVID19 pandemic SupremeCourt laws Source,-1,657,205,289
BushraBhushan,Failed humanity and how! #Heartbreaking #covid19 has left us heartless and broken ,2020-05-14 05:23:45+00:00,0,0,#Heartbreaking #covid19,Delhi,Failed humanity and how Heartbreaking covid19 has left us heartless and broken,-1,657,206,289
ari_maj,Dangerously misleading reportage from @TimesNow on cancellation of Railways service @RailMinIndia clarifies that all special trains to continue as announced #covid19 ,2020-05-14 04:49:01+00:00,3,5,#covid19,Delhi,Dangerously misleading reportage from on cancellation of Railways service clarifies that all special trains to continue as announced covid19,-1,657,207,289
ViraatKohli4,"Gentle Reminder-2, Respected @myogiadityanath Ji &amp; @myogioffice, hoping for a help and support from your end. If possible please look into the matter on urgent basis and provide immediate solution in this difficult time of #Pandemic #COVID19. #ThanksToYou.",2020-05-14 04:41:41+00:00,0,1,#Pandemic #COVID19 #ThanksToYou,Delhi,Gentle Reminder 2 Respected Ji amp hoping for a help and support from your end If possible please look into the matter on urgent basis and provide immediate solution in this difficult time of Pandemic COVID19 ThanksToYou,-1,657,208,289
Subhayan_ism,"16. MSME package changes hit the right note for domestic industry. The liquidity hit sector is badly need of funds & the change in definition, new loans may provide chance for further investments : India Inc. I report. https://tinyurl.com/ycjw3sp9 #IndiaFightsCoronavirus #COVID19",2020-05-14 03:52:49+00:00,1,1,#IndiaFightsCoronavirus #COVID19,Delhi,16 MSME package changes hit the right note for domestic industry The liquidity hit sector is badly need of funds the change in definition new loans may provide chance for further investments India Inc I report IndiaFightsCoronavirus COVID19,-1,657,209,289
Mohitahuja30,"Spike of 3722 #COVID19 cases &amp; 134 deaths in the last 24 hours. Total positive cases in the country is now at 78003, including 49219 active cases, 26235 cured/discharged/migrated cases and 2549 deaths: Ministry of Health &amp; Family Welfare. #coronavirus #level3lockdown",2020-05-14 03:30:14+00:00,0,0,#COVID19 #coronavirus #level3lockdown,Delhi,Spike of 3722 COVID19 cases amp 134 deaths in the last 24 hours Total positive cases in the country is now at 78003 including 49219 active cases 26235 cured discharged migrated cases and 2549 deaths Ministry of Health amp Family Welfare coronavirus level3lockdown,1,658,209,289
vipinJoc,15.when you feel you have come nearer to a suspected patient take a thorough bath. #lockdown or #nolockdown next6 to 12 months follow these precautions. #CoronaWillEndSoon #COVID19 #coronawarriors #CoronaUpdatesInIndia,2020-05-14 01:59:45+00:00,0,1,#lockdown #nolockdown #CoronaWillEndSoon #COVID19 #coronawarriors #CoronaUpdatesInIndia,Delhi,15 when you feel you have come nearer to a suspected patient take a thorough bath lockdown or nolockdown next6 to 12 months follow these precautions CoronaWillEndSoon COVID19 coronawarriors CoronaUpdatesInIndia,0,658,209,290
DhawnKumar,#COVID19 #DowJones #SGXNIFTY #EconomicPackage .. continued from last tweet markets has to fall worldwide if government offer some deductions in direct taxes like Income Tax and GST we can see sharp recovery otherwise new lows will wait for final 6 Lakh crore before final decision,2020-05-14 01:15:49+00:00,0,1,#COVID19 #DowJones #SGXNIFTY #EconomicPackage,Delhi,COVID19 DowJones SGXNIFTY EconomicPackage continued from last tweet markets has to fall worldwide if government offer some deductions in direct taxes like Income Tax and GST we can see sharp recovery otherwise new lows will wait for final 6 Lakh crore before final decision,1,659,209,290
DhawnKumar,#COVID19 #DowJones #SGXNIFTY #EconomicPackage worldwide corona cases crossed 44.27 Lakhs deaths at 2.98 Lakhs after 4 months numbers are not slowing Dow fell 500 points SGX nifty 140 points down 20 Lakh crore helped markets in digesting 900 fall of Dow jones markets has to fall..,2020-05-14 01:11:19+00:00,0,1,#COVID19 #DowJones #SGXNIFTY #EconomicPackage,Delhi,COVID19 DowJones SGXNIFTY EconomicPackage worldwide corona cases crossed 44 27 Lakhs deaths at 2 98 Lakhs after 4 months numbers are not slowing Dow fell 500 points SGX nifty 140 points down 20 Lakh crore helped markets in digesting 900 fall of Dow jones markets has to fall,-1,659,210,290
rabiulislam01,"He might be tagged as a wilful defaulter by the Govt of India, But I have never seen such feeling of remorse from a businessman. He failed in his business like many others but he loves his country too much. Can #COVID19 gives him one more chance? @TheVijayMallya @FinMinIndia",2020-05-14 00:16:21+00:00,0,1,#COVID19,Delhi,He might be tagged as a wilful defaulter by the Govt of India But I have never seen such feeling of remorse from a businessman He failed in his business like many others but he loves his country too much Can COVID19 gives him one more chance,1,660,210,290
Anand_Bharat1st,Go go corona #COVID__19 #COVID19 #Covid_19india @dmgbnagar @myogiadityanath @narendramodi we will win it...,2020-05-13 20:12:22+00:00,2,1,#COVID__19 #COVID19 #Covid_19india,Delhi,Go go corona COVID 19 COVID19 Covid 19india we will win it,1,661,210,290
AnadiSharmaInd,Do you think home delivery services of alcohol will be a great step to start from? #Covid19 #India,2020-05-13 19:17:06+00:00,1,0,#Covid19 #India,Delhi,Do you think home delivery services of alcohol will be a great step to start from Covid19 India,1,662,210,290
Empowerers,Pleasure in the job puts perfection in the work. - Aristotle #AtmaNirbharBharatAbhiyan #office #COVID19 ,2020-05-13 18:23:42+00:00,0,1,#AtmaNirbharBharatAbhiyan #office #COVID19,Delhi,Pleasure in the job puts perfection in the work Aristotle AtmaNirbharBharatAbhiyan office COVID19,0,662,210,291
theCanonFanboy,Alternate seating arrangements being made by #DelhiMetro as it plans to resume services soon. @OfficialDMRC #lockdown4news #LockdownEnd #lockdown4point0 #covid19 ,2020-05-13 17:26:34+00:00,0,3,#DelhiMetro #lockdown4news #LockdownEnd #lockdown4point0 #covid19,Delhi,Alternate seating arrangements being made by DelhiMetro as it plans to resume services soon lockdown4news LockdownEnd lockdown4point0 covid19,0,662,210,292
