Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,confident,anger,sadness,tentative,fear
China agress #COVID19 developed in lab. Economic Depression !!! #quotes #quotesofthedays #quotes4u #quotesofinstagram #QuarantineDiaries #quotesandsayings #news #TruthBeTold #FactsNotFear #quotesofthenight #coronavirusinindia #sadquotestumblr #pandemic #lovequotesdaily #lockdown,2020-04-13 21:45:50+00:00,0,1,#COVID19 #quotes #quotesofthedays #quotes4u #quotesofinstagram #QuarantineDiaries #quotesandsayings #news #TruthBeTold #FactsNotFear #quotesofthenight #coronavirusinindia #sadquotestumblr #pandemic #lovequotesdaily #lockdown,Delhi,China agress COVID19 developed in lab Economic Depression quotes quotesofthedays quotes4u quotesofinstagram QuarantineDiaries quotesandsayings news TruthBeTold FactsNotFear quotesofthenight coronavirusinindia sadquotestumblr pandemic lovequotesdaily lockdown,"[{'score': 0.608954, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.720015, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,1.0,,
Have full faith in God | Stay home and lets pray together for humanity and mankind Please share this message if you believe in it | The Turban Traveller | Thanks #praytogetherforhumanity #theturbantraveller #coronavirus #covid19 #prayer #god #primeministernarendermodi,2020-04-13 20:55:03+00:00,0,0,#praytogetherforhumanity #theturbantraveller #coronavirus #covid19 #prayer #god #primeministernarendermodi,Delhi,Have full faith in God Stay home and lets pray together for humanity and mankind Please share this message if you believe in it The Turban Traveller Thanks praytogetherforhumanity theturbantraveller coronavirus covid19 prayer god primeministernarendermodi,"[{'score': 0.845407, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.571567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"#COVID19 #Jobs one #GoodNewwz""Amazon to hire 75,000 more workers as orders increase during coronavirus pandemic""",2020-04-13 20:37:50+00:00,0,2,#COVID19 #Jobs #GoodNewwz,Delhi,COVID19 Jobs one GoodNewwz Amazon to hire 75 000 more workers as orders increase during coronavirus pandemic,[],,,,,,,
Kindly send ur CV to @WhiteHouse to appoint you as a chief advisor to @realDonaldTrump to manage #COVID2019 in USA.Your wisdom and experience will help them to tackle crisis..sorry Ignorant India me koi nahi sunega aapki...#COVID19 ,2020-04-13 18:30:33+00:00,0,0,#COVID2019 #COVID19,Delhi,Kindly send ur CV to to appoint you as a chief advisor to to manage COVID2019 in USA Your wisdom and experience will help them to tackle crisis sorry Ignorant India me koi nahi sunega aapki COVID19,[],,,,,,,
Everyday more than 300 PPE kits & 50000 masks are being prepared by our jawans which have been supplied to several ministries & hospitals. Talks are on to deliver 1 lakh masks of better quality to AIIMS @crpfindia @HMOIndia #COVID19 #Lockdownextention #IndiaFightsCoronavirus,2020-04-13 17:47:28+00:00,0,1,#COVID19 #Lockdownextention #IndiaFightsCoronavirus,Delhi,Everyday more than 300 PPE kits 50000 masks are being prepared by our jawans which have been supplied to several ministries hospitals Talks are on to deliver 1 lakh masks of better quality to AIIMS COVID19 Lockdownextention IndiaFightsCoronavirus,[],,,,,,,
"World's largest paramilitary force @crpfindia is all out on a war against #COVID19. At Northern Sector office in #Delhi, Units have been setup by the force where Jawans are making masks &amp; PPE Kits. #MondayMotivaton #Corona @HMOIndia @nityanandraibjp",2020-04-13 17:33:29+00:00,0,6,#COVID19 #Delhi #MondayMotivaton #Corona,Delhi,World s largest paramilitary force is all out on a war against COVID19 At Northern Sector office in Delhi Units have been setup by the force where Jawans are making masks amp PPE Kits MondayMotivaton Corona,"[{'score': 0.638807, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
@WHO released 'Target Product Profiles for #COVID19 Vaccines’ for the minimally acceptable profiles for #humanvaccines 4 protection of high risk individual @VaccineSafetyN @MoHFW_INDIA @GaviSeth @GKangInd @AnantBhan @drharshvardhan #Coronafighters @TechNet21Mod @BMGFIndia,2020-04-13 17:32:36+00:00,3,6,#COVID19 #humanvaccines #Coronafighters,Delhi,released Target Product Profiles for COVID19 Vaccines for the minimally acceptable profiles for humanvaccines 4 protection of high risk individual INDIA Coronafighters,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
First #COVID19 case reported in #Meghalaya,2020-04-13 17:23:14+00:00,0,0,#COVID19 #Meghalaya,Delhi,First COVID19 case reported in Meghalaya,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Life after 21 days Excellent here till the end #COVID19 ,2020-04-13 17:21:54+00:00,0,1,#COVID19,Delhi,Life after 21 days Excellent here till the end COVID19,"[{'score': 0.789148, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"#COVID19 death toll rises to 324, number of cases climbs to 9,352 in India: @MoHFW_INDIA",2020-04-13 17:13:52+00:00,1,2,#COVID19,Delhi,COVID19 death toll rises to 324 number of cases climbs to 9 352 in India INDIA,"[{'score': 0.523829, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"New look! #SatyHome #StayHomeStaySafe #Covid19 @Ghaziabad, India https://www.instagram.com/p/B-7alFzg6RO/?igshid=9owz2ugnajlz",2020-04-13 16:50:10+00:00,0,0,#SatyHome #StayHomeStaySafe #Covid19,Delhi,New look SatyHome StayHomeStaySafe Covid19 India,"[{'score': 0.660265, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#CoronaVirusUpdate: Update on #COVID19 Active Cases: 8048 Cured/Discharged: 979 Deaths: 324 [ as on 13.04.2020 ] ,2020-04-13 16:39:20+00:00,1,2,#CoronaVirusUpdate #COVID19,Delhi,CoronaVirusUpdate Update on COVID19 Active Cases 8048 Cured Discharged 979 Deaths 324 as on 13 04 2020,[],,,,,,,
"Random clicks today during #Covid19 #lockdown. Realised #nature is no much enjoyed without human beings around #ironical #timetothink #familytime @Dwarka, Delhi https://www.instagram.com/p/B-7YDSSAgF7/?igshid=vjtwpojdd1sf",2020-04-13 16:28:05+00:00,0,0,#Covid19 #lockdown #nature #ironical #timetothink #familytime,Delhi,Random clicks today during Covid19 lockdown Realised nature is no much enjoyed without human beings around ironical timetothink familytime Delhi,"[{'score': 0.622279, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,1.0,
Kerala becomes the first state in the country to have started flattening this curve. #covid19 #coronavirus,2020-04-13 16:07:49+00:00,0,4,#covid19 #coronavirus,Delhi,Kerala becomes the first state in the country to have started flattening this curve covid19 coronavirus,[],,,,,,,
"Thanks a lot Ma’m for your appreciation, which definitely boosts the morale of all Staff working across India in general and Delhi Circle in particular. Good Job Team Delhi. Good Job Puneet Sharma & Team. Well Done. Continue the good work and continue to fight against #COVID19. ",2020-04-13 15:46:20+00:00,51,105,#COVID19,Delhi,Thanks a lot Ma m for your appreciation which definitely boosts the morale of all Staff working across India in general and Delhi Circle in particular Good Job Team Delhi Good Job Puneet Sharma Team Well Done Continue the good work and continue to fight against COVID19,"[{'score': 0.88057, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.755313, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
@WHO to release new updated norms on #Covid19 on Tuesday. DG says that vaccine will be needed to fully tackle the transmission. https://twitter.com/kartikeya_1975/status/1249720418866348033/photo/1,2020-04-13 15:27:09+00:00,0,2,#Covid19,Delhi,to release new updated norms on Covid19 on Tuesday DG says that vaccine will be needed to fully tackle the transmission,[],,,,,,,
Your safety is in your hands. #StayHome. #StaySafe. #Covid19 #CoronaVirusLockdown #WeNotMe #Volkswagen #VolkswagenNoida,2020-04-13 15:26:06+00:00,1,6,#StayHome #StayHome #StaySafe #Covid19 #CoronaVirusLockdown #WeNotMe #Volkswagen #VolkswagenNoida,Delhi,Your safety is in your hands StayHome StaySafe Covid19 CoronaVirusLockdown WeNotMe Volkswagen VolkswagenNoida,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
I watch my own #instastory like I don’t know what happens next. #CoronaVirus #Covid19 #ShutDown #HomeQuarantine #SocialDistancing #CancelEverything,2020-04-13 15:17:12+00:00,7,12,#instastory #CoronaVirus #Covid19 #ShutDown #HomeQuarantine #SocialDistancing #CancelEverything,Delhi,I watch my own instastory like I don t know what happens next CoronaVirus Covid19 ShutDown HomeQuarantine SocialDistancing CancelEverything,[],,,,,,,
Who all agree? #covid19 #coronaupdatesindia #coronavirus #travel,2020-04-13 14:53:18+00:00,1,4,#covid19 #coronaupdatesindia #coronavirus #travel,Delhi,Who all agree covid19 coronaupdatesindia coronavirus travel,"[{'score': 0.704664, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
What We Must Do To Prevent A Global #COVID19 #Depression - @wef,2020-04-13 14:43:59+00:00,5,8,#COVID19 #Depression,Delhi,What We Must Do To Prevent A Global COVID19 Depression,"[{'score': 0.873, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
"#Covid19 Advisory issued for senior citizens by Ministry of Social Justice and Ministry of Health and Family Welfare. Stay at home, stay safe. ",2020-04-13 14:43:36+00:00,15,52,#Covid19,Delhi,Covid19 Advisory issued for senior citizens by Ministry of Social Justice and Ministry of Health and Family Welfare Stay at home stay safe,[],,,,,,,
Sir no sensitized in my area Karam Pura B block near Ambekar University our MLA @shivcharangoel &amp; counsellor #sunitamishra not do their work for sensitize. Sir plz take it seriously &amp; sensitize for #COVID19 it plz sir take action ASAP,2020-04-13 14:28:21+00:00,0,0,#sunitamishra #COVID19,Delhi,Sir no sensitized in my area Karam Pura B block near Ambekar University our MLA amp counsellor sunitamishra not do their work for sensitize Sir plz take it seriously amp sensitize for COVID19 it plz sir take action ASAP,[],,,,,,,
Puducherry Cabinet has approved lockdown extension in Puducherry till 30th April. #COVID19 ,2020-04-13 14:25:06+00:00,0,3,#COVID19,Delhi,Puducherry Cabinet has approved lockdown extension in Puducherry till 30th April COVID19,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#Coronavirus Effect: #Crimes Fall Sharply Around The World #crimerate #COVID19 ,2020-04-13 14:00:31+00:00,2,4,#Coronavirus #Crimes #crimerate #COVID19,Delhi,Coronavirus Effect Crimes Fall Sharply Around The World crimerate COVID19,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
Ultimate gaming experience at home. #21DaysLockDown #StayHome #StaySafe #playstation #gaming #gamingexperience #gamer #covid19 #fightagainstcorona #stayathome,2020-04-13 14:00:02+00:00,1,0,#21DaysLockDown #StayHome #StayHome #StaySafe #playstation #gaming #gamingexperience #gamer #covid19 #fightagainstcorona #stayathome #stayathome,Delhi,Ultimate gaming experience at home 21DaysLockDown StayHome StaySafe playstation gaming gamingexperience gamer covid19 fightagainstcorona stayathome,[],,,,,,,
"#Covid19 Advisory issued for senior citizens by Ministry of Social Justice and Ministry of Health and Family Welfare. Stay at home, stay safe. @MoHFW_INDIA @TCGEHLOT",2020-04-13 13:57:55+00:00,218,461,#Covid19,Delhi,Covid19 Advisory issued for senior citizens by Ministry of Social Justice and Ministry of Health and Family Welfare Stay at home stay safe INDIA,[],,,,,,,
Thanks a lot Gupta ji for your appreciation. The team will continue to serve from safe distance and help Govt of India and all citizens fight #COVID19. Urging all to use SBI’s Digital offerings from the safe comfort of home. @TheOfficialSBI @challasetty @DFS_India,2020-04-13 13:47:12+00:00,22,44,#COVID19,Delhi,Thanks a lot Gupta ji for your appreciation The team will continue to serve from safe distance and help Govt of India and all citizens fight COVID19 Urging all to use SBI s Digital offerings from the safe comfort of home India,"[{'score': 0.567428, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"@TheSanjivKapoor @goairlinesindia #covid19 #aviation #IndiaFightsCorona Hello, This is...| GoAir Advisor Sanjiv Kapoor on turbulence in the high skies amid COVID-19 https://www.moneycontrol.com/news/business/companies/hello-this-is-goair-advisor-sanjiv-kapoor-on-turbulence-in-the-high-skies-amid-covid-19-5140401.html via @moneycontrolcom",2020-04-13 13:36:11+00:00,0,0,#covid19 #aviation #IndiaFightsCorona,Delhi,covid19 aviation IndiaFightsCorona Hello This is GoAir Advisor Sanjiv Kapoor on turbulence in the high skies amid COVID 19 via,"[{'score': 0.551138, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Of amazing coffee related LIVE sessions with @BlueTokaiCoffee and @ICoffeeculture. Wonderful to interact and getting to know so much from the two stalwarts of the Indian corffee scene! #bluetokaicoffee #indiancoffeeculture #covid19 #lockdown #quarantinelife #coronavirus,2020-04-13 12:50:47+00:00,1,5,#bluetokaicoffee #indiancoffeeculture #covid19 #lockdown #quarantinelife #coronavirus,Delhi,Of amazing coffee related LIVE sessions with and Wonderful to interact and getting to know so much from the two stalwarts of the Indian corffee scene bluetokaicoffee indiancoffeeculture covid19 lockdown quarantinelife coronavirus,"[{'score': 0.88202, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Delhi's Cop Zile singh heartfelt #COVID19 song as a tribute to all those in essential services. https://youtu.be/tZrtP1JjsVI @NewIndianXpress @TheMornStandard @AmitShah @HMOIndia @CPDelhi #coronavirus #coronavirusindia #CoronaWarriors,2020-04-13 12:48:30+00:00,0,4,#COVID19 #coronavirus #coronavirusindia #CoronaWarriors,Delhi,Delhi s Cop Zile singh heartfelt COVID19 song as a tribute to all those in essential services coronavirus coronavirusindia CoronaWarriors,"[{'score': 0.548193, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.767592, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
@Aap_Praveen thanx for the same. Can you please confirm if popular delivery partners like @bigbasket_com @Grofers deliver in our area or whether they have any restrictions? #nizamuddinwest #bigbasket #COVID19 – at Nizamuddin West,2020-04-13 12:37:54+00:00,0,1,#nizamuddinwest #bigbasket #COVID19,Delhi,Praveen thanx for the same Can you please confirm if popular delivery partners like com deliver in our area or whether they have any restrictions nizamuddinwest bigbasket COVID19 at Nizamuddin West,"[{'score': 0.737379, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"#Covid19DEFDialogues E4 with @OsamaManzar: Irfan Khan, a digital entrepreneur, from Raybaka, #Rajasthan, offers solutions through digital tools. During #COVID19 pandemic he is giving door to door service of ration, food, #masks and even cash. https://m.youtube.com/watch?v=oW7mOu9wfRA&amp;feature=youtu.be @UsipiO",2020-04-13 12:29:34+00:00,0,8,#Covid19DEFDialogues #Rajasthan #COVID19 #masks,Delhi,Covid19DEFDialogues E4 with Irfan Khan a digital entrepreneur from Raybaka Rajasthan offers solutions through digital tools During COVID19 pandemic he is giving door to door service of ration food masks and even cash,"[{'score': 0.669818, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
#IndiaFightsCorona: IT'S ON US TO: Take care of yourself Take care of those who care for us Take care of others #StayHomeIndia #StayAwareStaySafe #HelpUsToHelpYou #covid19 #coronaoutbreak… https://www.instagram.com/p/B-62pNRDuBp/?igshid=7buc6ak74xla,2020-04-13 11:36:12+00:00,0,2,#IndiaFightsCorona #StayHomeIndia #StayAwareStaySafe #HelpUsToHelpYou #covid19 #coronaoutbreak,Delhi,IndiaFightsCorona IT S ON US TO Take care of yourself Take care of those who care for us Take care of others StayHomeIndia StayAwareStaySafe HelpUsToHelpYou covid19 coronaoutbreak,[],,,,,,,
Happy #EasterMonday everyone. It's been a weird Easter not seeing our families but we made the best of it. Hope your having a nice #Easter2020. #EasterAtHome #eastereggs #LockdownEaster #MondayMotivation #StayAtHome #StayHomeSaveLives #COVID19 #Coronavirus #CafueSolutions,2020-04-13 11:15:31+00:00,0,0,#EasterMonday #Easter2020 #EasterAtHome #eastereggs #LockdownEaster #MondayMotivation #StayAtHome #StayAtHome #StayHomeSaveLives #COVID19 #Coronavirus #CafueSolutions,Delhi,Happy EasterMonday everyone It s been a weird Easter not seeing our families but we made the best of it Hope your having a nice Easter2020 EasterAtHome eastereggs LockdownEaster MondayMotivation StayAtHome StayHomeSaveLives COVID19 Coronavirus CafueSolutions,"[{'score': 0.977706, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"#RIP #Dr_Laxminarayan_Reddy Ortho Surgeon from Nellore AP unfortunately succumbed to #COVID19 today morning at 4.30 am in Apollo hospital , Vanagaram, Chennai. His paediatrician wife is also #Corona_positive under treatment . He opened a new hospital on 4-4-2020.",2020-04-13 10:53:15+00:00,2,0,#RIP #Dr_Laxminarayan_Reddy #COVID19 #Corona_positive,Delhi,RIP Dr Laxminarayan Reddy Ortho Surgeon from Nellore AP unfortunately succumbed to COVID19 today morning at 4 30 am in Apollo hospital Vanagaram Chennai His paediatrician wife is also Corona positive under treatment He opened a new hospital on 4 4 2020,[],,,,,,,
"#COVID19 To Hit #SouthAsia Very Hard, Likely To Wipe Out Gains Made In #Poverty Alleviation: World Bank @WorldBank",2020-04-13 10:39:05+00:00,1,5,#COVID19 #SouthAsia #Poverty,Delhi,COVID19 To Hit SouthAsia Very Hard Likely To Wipe Out Gains Made In Poverty Alleviation World Bank,"[{'score': 0.709412, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Arresting the great grand son-in-law of Dr. B.R. Ambedkar on the birth anniversary of Dr. B.R. Ambedkar tell you a lot about where we are headed as a society. We are sick not just from #COVID19 but from casteism, communalism and authoritarianism! #DoNotArrestAnand",2020-04-13 10:16:42+00:00,1,1,#COVID19 #DoNotArrestAnand,Delhi,Arresting the great grand son in law of Dr B R Ambedkar on the birth anniversary of Dr B R Ambedkar tell you a lot about where we are headed as a society We are sick not just from COVID19 but from casteism communalism and authoritarianism DoNotArrestAnand,"[{'score': 0.701413, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Arresting the great grand son-in-law of Dr. B.R. Ambedkar on the birth anniversary of Dr. B.R. Ambedkar tell you a lot about where we are headed as a society. We are sick not just from #COVID19 but from casteism, communalism and authoritarianism! #DoNotArrestAnand",2020-04-13 09:55:42+00:00,0,2,#COVID19 #DoNotArrestAnand,Delhi,Arresting the great grand son in law of Dr B R Ambedkar on the birth anniversary of Dr B R Ambedkar tell you a lot about where we are headed as a society We are sick not just from COVID19 but from casteism communalism and authoritarianism DoNotArrestAnand,"[{'score': 0.701413, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"You need a virus WITH NO PASSPORT/NRC/CAA/cast/creed etc & not MERE glib talking by criminal politicians, to clean Ganga/Yamuna/Air/pollution of any type #BanEVM #COVID2019 #Covid_19 #CoronavirusOutbreakindia #Corona #CoronavirusPandemic #COVID__19 #COVID19 #covidindia",2020-04-13 09:52:39+00:00,0,0,#BanEVM #COVID2019 #Covid_19 #CoronavirusOutbreakindia #Corona #CoronavirusPandemic #COVID__19 #COVID19 #covidindia,Delhi,You need a virus WITH NO PASSPORT NRC CAA cast creed etc not MERE glib talking by criminal politicians to clean Ganga Yamuna Air pollution of any type BanEVM COVID2019 Covid 19 CoronavirusOutbreakindia Corona CoronavirusPandemic COVID 19 COVID19 covidindia,[],,,,,,,
"Arresting the great grand son-in-law of Dr. B.R. Ambedkar on the birth anniversary of Dr. B.R. Ambedkar tell you a lot about where we are headed as a society. We are sick not just from #COVID19 but from casteism, communalism and authoritarianism! #DoNotArrestAnand",2020-04-13 09:51:40+00:00,0,0,#COVID19 #DoNotArrestAnand,Delhi,Arresting the great grand son in law of Dr B R Ambedkar on the birth anniversary of Dr B R Ambedkar tell you a lot about where we are headed as a society We are sick not just from COVID19 but from casteism communalism and authoritarianism DoNotArrestAnand,"[{'score': 0.701413, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"It was my first day back on site in 22 days of forced lockdown. We still have it ongoing but a few passes given, we are feeding 500 homeless down the street daily also #lockdown #COVID19 Video is newly sprigged and sodded JTP area the GDI guys did for us ",2020-04-13 09:50:06+00:00,0,7,#lockdown #COVID19,Delhi,It was my first day back on site in 22 days of forced lockdown We still have it ongoing but a few passes given we are feeding 500 homeless down the street daily also lockdown COVID19 Video is newly sprigged and sodded JTP area the GDI guys did for us,"[{'score': 0.508191, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"India has granted of Consular Services to Foreign Nationals, presently residing in India due to travel restrictions reg. #COVID19, till 30.04.2020 ",2020-04-13 09:40:41+00:00,6,13,#COVID19,Delhi,India has granted of Consular Services to Foreign Nationals presently residing in India due to travel restrictions reg COVID19 till 30 04 2020,"[{'score': 0.679542, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"The snow-clad mountains and the @FordIndia #Fiesta! Time for some major throwbacks, @BunnyPunia. @Ford #throwback #monday #covid19 #coronavirus #coronaupdatesindia",2020-04-13 09:33:22+00:00,1,13,#Fiesta #throwback #monday #covid19 #coronavirus #coronaupdatesindia,Delhi,The snow clad mountains and the Fiesta Time for some major throwbacks throwback monday covid19 coronavirus coronaupdatesindia,"[{'score': 0.633514, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,1.0,
"After 2019, I prayed to 2020 and said 'Bhagwaan ke liye mujhe chod do'. I think it pretty much misunderstood the word. #2020sucks #COVID19 #lockdown #Lockdownextention",2020-04-13 09:29:42+00:00,0,1,#2020sucks #COVID19 #lockdown #Lockdownextention,Delhi,After 2019 I prayed to 2020 and said Bhagwaan ke liye mujhe chod do I think it pretty much misunderstood the word 2020sucks COVID19 lockdown Lockdownextention,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Bihar: Vegetable farmers stage a protest & block a road, alleging harassment by police in Bihar Sharif area of Nalanda. ""It is difficult for the police to identify if any bike rider is farmer or some one wandering unnecessarily,"" says Nalanda SP Nilesh Kumar. #COVID19 ",2020-04-13 08:55:39+00:00,6,46,#COVID19,Delhi,Bihar Vegetable farmers stage a protest block a road alleging harassment by police in Bihar Sharif area of Nalanda It is difficult for the police to identify if any bike rider is farmer or some one wandering unnecessarily says Nalanda SP Nilesh Kumar COVID19,"[{'score': 0.560998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.731338, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,,1.0,
"#CoronavirusUpdates: #New York City, Epicenter Of #COVID19 In The #US, Now Alone Has Over 100,000 Cases",2020-04-13 08:51:11+00:00,2,4,#CoronavirusUpdates #New #COVID19 #US,Delhi,CoronavirusUpdates New York City Epicenter Of COVID19 In The US Now Alone Has Over 100 000 Cases,"[{'score': 0.566519, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#COVID19 #Pandemic And #Cardiac Imaging,2020-04-13 08:41:07+00:00,2,6,#COVID19 #Pandemic #Cardiac,Delhi,COVID19 Pandemic And Cardiac Imaging,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Dr Divya posted at Physiotherapy Dept. of Aiims Delhi has expressed gratitude to AIIMS NURSES UNION for it's efforts to provide selfless services. Thanks a lot @DrDivya. #Covid19 #CoronaWarriors #CoronaPandemic #Lockdown AIIMS NURSES UNION,2020-04-13 08:26:40+00:00,0,9,#Covid19 #CoronaWarriors #CoronaPandemic #Lockdown,Delhi,Dr Divya posted at Physiotherapy Dept of Aiims Delhi has expressed gratitude to AIIMS NURSES UNION for it s efforts to provide selfless services Thanks a lot Covid19 CoronaWarriors CoronaPandemic Lockdown AIIMS NURSES UNION,"[{'score': 0.649922, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
‘Corona Warriors’ are group of professional fighting on frontline in a bid to contain the spread of #covid19 #dilsethankyou #coronawarriors #fightingcorona #respecttohealthcareworkers #healthworkers #policemen #safaikaramchari #stayhome #staysafe #usemask #usesanitizer,2020-04-13 08:13:20+00:00,0,2,#covid19 #dilsethankyou #coronawarriors #fightingcorona #respecttohealthcareworkers #healthworkers #policemen #safaikaramchari #stayhome #stayhome #staysafe #usemask #usesanitizer,Delhi,Corona Warriors are group of professional fighting on frontline in a bid to contain the spread of covid19 dilsethankyou coronawarriors fightingcorona respecttohealthcareworkers healthworkers policemen safaikaramchari stayhome staysafe usemask usesanitizer,[],,,,,,,
"Delhi Govt to begin Mass Sanitization Drive in all Red and Orange zones 60 Hi-Tech Japanese Sanitization Spray machines to be used, which are procured by Delhi Govt under d CSR initiatives These machines will spray disinfectants to minimize the risk of #Covid19 @ArvindKejriwal",2020-04-13 08:09:46+00:00,5,4,#Covid19,Delhi,Delhi Govt to begin Mass Sanitization Drive in all Red and Orange zones 60 Hi Tech Japanese Sanitization Spray machines to be used which are procured by Delhi Govt under d CSR initiatives These machines will spray disinfectants to minimize the risk of Covid19,[],,,,,,,
VERY SAD ! #COVID19 spreads so quickly in Ecuador that corpses are being left uncollected in homes and on the streets. ,2020-04-13 08:07:59+00:00,7,12,#COVID19,Delhi,VERY SAD COVID19 spreads so quickly in Ecuador that corpses are being left uncollected in homes and on the streets,"[{'score': 0.632911, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.503054, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,1.0
Our support continues towards the fight against COVID19 #covid19 @HyundaiIndia @CMOTamilNadu Hyundai donates ₹5 crore to Tamil Nadu government in fight against Covid-19,2020-04-13 08:06:15+00:00,2,8,#covid19,Delhi,Our support continues towards the fight against COVID19 covid19 Hyundai donates 5 crore to Tamil Nadu government in fight against Covid 19,[],,,,,,,
Wishing you and your family a safe and Happy Baisakhi. This festival let's stay safe and keep your family safe. #corona #covid19 #stayhome #staysafe #baisakhi #religious #vaisakhi #harvestfestival #harvest… https://www.instagram.com/p/B-6abjAF2o6/?igshid=er94yn3sil0m,2020-04-13 07:29:38+00:00,0,0,#corona #covid19 #stayhome #stayhome #staysafe #baisakhi #religious #vaisakhi #harvestfestival #harvest,Delhi,Wishing you and your family a safe and Happy Baisakhi This festival let s stay safe and keep your family safe corona covid19 stayhome staysafe baisakhi religious vaisakhi harvestfestival harvest,"[{'score': 0.805987, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.72085, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"Would #lockdown be extended? How and who would get the concession? What is the truth behind the Red, Orange and Green zones., Find out! #COVID2019 #Covid_19india #covidindia #COVID19 #coronavirusinindia #Lockdownextention",2020-04-13 07:27:07+00:00,0,0,#lockdown #COVID2019 #Covid_19india #covidindia #COVID19 #coronavirusinindia #Lockdownextention,Delhi,Would lockdown be extended How and who would get the concession What is the truth behind the Red Orange and Green zones Find out COVID2019 Covid 19india covidindia COVID19 coronavirusinindia Lockdownextention,[],,,,,,,
