Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,analytical,confident,tentative,sadness,fear,anger
USA has officially become the country with most #covid19 cases. It surpassed China and Italy minutes ago. #CoronavirusOubreak #coronavirus #Covid19usa,2020-03-26 20:52:10+00:00,1,2,#covid19 #CoronavirusOubreak #coronavirus #Covid19usa,Mumbai,USA has officially become the country with most covid19 cases It surpassed China and Italy minutes ago CoronavirusOubreak coronavirus Covid19usa,[],,,,,,,
#India : Brace yourselves for the #COVID19 impact in next 4-5 days!,2020-03-26 20:41:01+00:00,0,4,#India #COVID19,Mumbai,India Brace yourselves for the COVID19 impact in next 4 5 days,[],,,,,,,
Need of the hour #Corona #GoCorona #Fitness #Covid19 #Modi #NAMO #NarendraModi #India #Indian #Quarantine #World #HomeQuarantine #Follow #Home #StayHome #House #TakeCare #Care #SelfCare #LockDown #HomeSweetHome #Family #Save #Money #Covid #Health #Fit #HealthyLifestyle #Please,2020-03-26 20:11:27+00:00,0,2,#Corona #GoCorona #Fitness #Covid19 #Modi #NAMO #NarendraModi #India #Indian #Quarantine #World #HomeQuarantine #Follow #Home #StayHome #StayHome #House #TakeCare #Care #SelfCare #LockDown #HomeSweetHome #Family #Save #Money #Covid #Health #Fit #HealthyLifestyle #Please,Mumbai,Need of the hour Corona GoCorona Fitness Covid19 Modi NAMO NarendraModi India Indian Quarantine World HomeQuarantine Follow Home StayHome House TakeCare Care SelfCare LockDown HomeSweetHome Family Save Money Covid Health Fit HealthyLifestyle Please,"[{'score': 0.81548, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
#BreakingNews The death toll due to #COVID19 in United Kingdom jumps by more than 100 in a day for the first time: #UK media #COVID2019 #CoronavirusOubreak,2020-03-26 18:54:44+00:00,0,0,#BreakingNews #COVID19 #UK #COVID2019 #CoronavirusOubreak,Mumbai,BreakingNews The death toll due to COVID19 in United Kingdom jumps by more than 100 in a day for the first time UK media COVID2019 CoronavirusOubreak,"[{'score': 0.564457, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"If u are bored following #lockdown21days. Just write a short Essay on "" If, I am tested #Covid19 Positive "". It may help to change your mind ! ",2020-03-26 18:50:00+00:00,0,3,#lockdown21days #Covid19,Mumbai,If u are bored following lockdown21days Just write a short Essay on If I am tested Covid19 Positive It may help to change your mind,[],,,,,,,
Development of nutritionally dense crops is the best way to deal with this challenge. 2/2 #Agriculture #sustainability #ChineseVirus #Covid19,2020-03-26 18:14:50+00:00,0,3,#Agriculture #sustainability #ChineseVirus #Covid19,Mumbai,Development of nutritionally dense crops is the best way to deal with this challenge 2 2 Agriculture sustainability ChineseVirus Covid19,"[{'score': 0.51446, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Agriculture is a rural vocation. However nutritional insecurity is predominantly a rural problem in India. With migration of Urban poor back to the villages due to Covid -19 outbreak, the situation may become grim . 1/2 #Agriculture #sustainability #ChineseVirus #Covid19 ",2020-03-26 18:13:58+00:00,0,2,#Agriculture #sustainability #ChineseVirus #Covid19,Mumbai,Agriculture is a rural vocation However nutritional insecurity is predominantly a rural problem in India With migration of Urban poor back to the villages due to Covid 19 outbreak the situation may become grim 1 2 Agriculture sustainability ChineseVirus Covid19,"[{'score': 0.594185, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.709528, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
"Dear @AxisBank , @ICICIBank , @TheOfficialSBI can you extend my credit card dues as a gesture of CSR amid #COVID19 #pandemic Sincerely Your credit card holder",2020-03-26 18:09:41+00:00,4,22,#COVID19 #pandemic,Mumbai,Dear can you extend my credit card dues as a gesture of CSR amid COVID19 pandemic Sincerely Your credit card holder,[],,,,,,,
"Most times u talk sense but this from u not just strange but ridiculous. The battle is same-irrespective #Covid19, #WuhanVirus or #ChinaVirus. But #ChinaVirus it is n if you do want a concession then #WuhanVirus. But the world will go with @realDonaldTrump n #ChinaVirus!",2020-03-26 18:06:09+00:00,0,0,#Covid19 #WuhanVirus #ChinaVirus #ChinaVirus #WuhanVirus #ChinaVirus,Mumbai,Most times u talk sense but this from u not just strange but ridiculous The battle is same irrespective Covid19 WuhanVirus or ChinaVirus But ChinaVirus it is n if you do want a concession then WuhanVirus But the world will go with n ChinaVirus,"[{'score': 0.67038, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.565693, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,1.0
#Repost talentmirror • • • • • • WE CAN &amp; WE WILL For the entire country &amp; the entire world! Let’s fight this pandemic together . . Audio credits : My name is khan! . . . . #corona #covıd19 #quarantine… https://www.instagram.com/p/B-NMxYFAODL/?igshid=db4bu6jpeemm,2020-03-26 18:05:41+00:00,0,0,#Repost #corona #cov #quarantine,Mumbai,Repost talentmirror WE CAN amp WE WILL For the entire country amp the entire world Let s fight this pandemic together Audio credits My name is khan corona cov d19 quarantine,[],,,,,,,
"This is very irresponsible of Wire-Agency of your repute. People providing such news may have vested interest. Secondly, do you have any sense of new drug trial? I doubt. Don't spread speculative news on such serious issue. #COVID19 @PMOIndia @MoHFW_INDIA",2020-03-26 17:44:02+00:00,0,0,#COVID19,Mumbai,This is very irresponsible of Wire Agency of your repute People providing such news may have vested interest Secondly do you have any sense of new drug trial I doubt Don t spread speculative news on such serious issue COVID19 INDIA,"[{'score': 0.512862, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.602632, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,1.0
"5 more people tested positive for #COVID19 in Maharashtra today (3 from Sangli and 1 each from Kolhapur &amp; Pune), taking the total number of confirmed cases in the state to 130: Maharashtra Health Department",2020-03-26 17:36:44+00:00,0,1,#COVID19,Mumbai,5 more people tested positive for COVID19 in Maharashtra today 3 from Sangli and 1 each from Kolhapur amp Pune taking the total number of confirmed cases in the state to 130 Maharashtra Health Department,"[{'score': 0.747271, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.554927, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,1.0,,,,
Brilliant Sir. Agile & proactive move. Odisha will soon flattened #COVID19. Thank u @Odishamining and @mahanadicoal for this #CSR project.,2020-03-26 17:30:47+00:00,0,2,#COVID19 #CSR,Mumbai,Brilliant Sir Agile proactive move Odisha will soon flattened COVID19 Thank u and for this CSR project,"[{'score': 0.849521, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"@PMOIndia @OfficeofUT to be disclose on government website #Covid19 fund under Section 4(1)(b)(xii) of RTI Act, 2005 The manner of execution of subsidy programmes, including the amounts allocated and the details of beneficiaries of such programmes.#Covid_19india",2020-03-26 17:02:20+00:00,1,0,#Covid19 #Covid_19india,Mumbai,to be disclose on government website Covid19 fund under Section 4 1 b xii of RTI Act 2005 The manner of execution of subsidy programmes including the amounts allocated and the details of beneficiaries of such programmes Covid 19india,[],,,,,,,
China's first goods have been running for so many days #coronavirus #jantacurfew #lockdown #covid19 #maharashta,2020-03-26 17:00:36+00:00,0,2,#coronavirus #jantacurfew #lockdown #covid19 #maharashta,Mumbai,China s first goods have been running for so many days coronavirus jantacurfew lockdown covid19 maharashta,"[{'score': 0.690141, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"I see most folks quickly pointing fingers at WHO's tweet for misleading the world on the spread of #COVID19 Let's not be ignorant and uninformed. WHO tweeted the info on Jan 14, almost a week before the Chinese New Year! There's no way WHO could've known. #WHOLiedPeopleDied",2020-03-26 16:27:21+00:00,0,0,#COVID19 #WHOLiedPeopleDied,Mumbai,I see most folks quickly pointing fingers at WHO s tweet for misleading the world on the spread of COVID19 Let s not be ignorant and uninformed WHO tweeted the info on Jan 14 almost a week before the Chinese New Year There s no way WHO could ve known WHOLiedPeopleDied,"[{'score': 0.742716, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.63775, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"After Day 2 of #Lockdown, I hope everyone's safe, practicing #SocialDistancing during this #Covid19 #Pandemic and adhering to the government's #21DaysOfLockdown Here's my 2nd recommendation- https://bit.ly/2JdWn6N – at Prabhadevi",2020-03-26 16:22:06+00:00,0,7,#Lockdown #SocialDistancing #Covid19 #Pandemic #21DaysOfLockdown,Mumbai,After Day 2 of Lockdown I hope everyone s safe practicing SocialDistancing during this Covid19 Pandemic and adhering to the government s 21DaysOfLockdown Here s my 2nd recommendation at Prabhadevi,"[{'score': 0.570867, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Do Note That Victims are Locked in with Abusers during the COVID-19 PANDEMIC NATIONAL LOCKDOWN. #AllOverTheWorld #COVID19 ,2020-03-26 16:04:45+00:00,0,0,#AllOverTheWorld #COVID19,Mumbai,Do Note That Victims are Locked in with Abusers during the COVID 19 PANDEMIC NATIONAL LOCKDOWN AllOverTheWorld COVID19,[],,,,,,,
"Request to the @mybmcWardS can you please sprey pesticides in public toilets in view of the danger of #COVID19 in Shree Ram Pada, Khindi Pada area from Ward 109 @mybmc @AUThackeray @CMOMaharashtra @rajeshtope11",2020-03-26 15:48:43+00:00,0,1,#COVID19,Mumbai,Request to the can you please sprey pesticides in public toilets in view of the danger of COVID19 in Shree Ram Pada Khindi Pada area from Ward 109,[],,,,,,,
We are at war with #Covid19. And our doctors and our researchers are the only line of defenceAnd quarantine is not vaccine but it will give time to doctors and researchers to create a vaccine so please we need to stay inside so we can provide more and more time to our heroes.,2020-03-26 15:45:01+00:00,0,0,#Covid19,Mumbai,We are at war with Covid19 And our doctors and our researchers are the only line of defenceAnd quarantine is not vaccine but it will give time to doctors and researchers to create a vaccine so please we need to stay inside so we can provide more and more time to our heroes,[],,,,,,,
“Stay safe” I noticed that’s how all my phone calls have been ending this week.. #livingintimesofcorona #Covid19,2020-03-26 15:29:21+00:00,0,2,#livingintimesofcorona #Covid19,Mumbai,Stay safe I noticed that s how all my phone calls have been ending this week livingintimesofcorona Covid19,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
Do you feel @WHO #WHO is doing well to safe guard the #WORLD to save from #COVID19?,2020-03-26 15:25:39+00:00,1,1,#WHO #WORLD #COVID19,Mumbai,Do you feel WHO is doing well to safe guard the WORLD to save from COVID19,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
"@PMOIndia Respected Sir, a lot of international arrivals between the most sensitive period of 30th January till March have lied about their travel history. @AmitShah can take steps to track down all arrivals and impose quarantine ASAP. #COVID19 #COVID19INDIA #WarAgainstVirus",2020-03-26 15:10:05+00:00,0,0,#COVID19 #COVID19INDIA #WarAgainstVirus,Mumbai,Respected Sir a lot of international arrivals between the most sensitive period of 30th January till March have lied about their travel history can take steps to track down all arrivals and impose quarantine ASAP COVID19 COVID19INDIA WarAgainstVirus,[],,,,,,,
"43% of MSMEs will shut down if we have a #Lockdown of 2 months. Yet no relief to MSMEs. They're saying they're dealing with the poorest now, but there's too many holes as many do not have Jan Dhan Accounts for the transfer. The GOI #COVID19 relief is not piecemeal, it's in pieces",2020-03-26 14:54:20+00:00,0,0,#Lockdown #COVID19,Mumbai,43 of MSMEs will shut down if we have a Lockdown of 2 months Yet no relief to MSMEs They re saying they re dealing with the poorest now but there s too many holes as many do not have Jan Dhan Accounts for the transfer The GOI COVID19 relief is not piecemeal it s in pieces,"[{'score': 0.517688, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
The mankind afraid of virus and the virus of Planet is mankind. #covid19 #coronavirus,2020-03-26 14:44:40+00:00,4,8,#covid19 #coronavirus,Mumbai,The mankind afraid of virus and the virus of Planet is mankind covid19 coronavirus,"[{'score': 0.708603, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
Yes sir thats correct even i have come across this on social media..its insanely crazy & its not #CoronaVirus or #Covid19 its #ChineseVirus19 #Conspiracy,2020-03-26 14:44:15+00:00,17,52,#CoronaVirus #Covid19 #ChineseVirus19 #Conspiracy,Mumbai,Yes sir thats correct even i have come across this on social media its insanely crazy its not CoronaVirus or Covid19 its ChineseVirus19 Conspiracy,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
RESPECTED CM @uddhavthackeray 2nd 3rd line #ART TRAVELLING AND COURIER ISSUE DUE TO #COVID19 #PENDAMIC #curfew IN MUMBAI JJ HOSPITAL FACING BY PATIENTS PLEASE SOLVE?? @rajeshtope11 @aayushipratap @NACOINDIA @MumbaiAids @mumtajcorommf @coro_india @1rupeeclinic @Tukaram_IndIAS – at Sir J. J. Hospital,2020-03-26 14:36:23+00:00,0,2,#ART #COVID19 #PENDAMIC #curfew,Mumbai,RESPECTED CM 2nd 3rd line ART TRAVELLING AND COURIER ISSUE DUE TO COVID19 PENDAMIC curfew IN MUMBAI JJ HOSPITAL FACING BY PATIENTS PLEASE SOLVE india IndIAS at Sir J J Hospital,"[{'score': 0.753872, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Even beggars are wearing mask at #BandraBazar Road. #21daysLockdown #caronavirus #COVID2019 #COVID19 ,2020-03-26 14:35:31+00:00,0,3,#BandraBazar #21daysLockdown #caronavirus #COVID2019 #COVID19,Mumbai,Even beggars are wearing mask at BandraBazar Road 21daysLockdown caronavirus COVID2019 COVID19,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
#ChineseVirus19 Full form of #COVID19 C- China O- Operated V- Virus I- Induces D- Deaths 19-2019 Am I right sir...?,2020-03-26 14:21:32+00:00,0,0,#ChineseVirus19 #COVID19,Mumbai,ChineseVirus19 Full form of COVID19 C China O Operated V Virus I Induces D Deaths 19 2019 Am I right sir,[],,,,,,,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 14:05:56+00:00,1,1,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 14:02:17+00:00,0,1,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 14:01:26+00:00,0,1,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 14:00:47+00:00,1,9,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 14:00:09+00:00,0,0,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"The Size of Coronavirus Lockdowns #Coronavirus #COVID19 @Mumbai, Maharashtra https://www.instagram.com/p/B-MwybLF9xH/?igshid=1qez5w3ce9mqc",2020-03-26 13:59:56+00:00,0,1,#Coronavirus #COVID19,Mumbai,The Size of Coronavirus Lockdowns Coronavirus COVID19 Maharashtra,[],,,,,,,
"The way #COVID19 numbers are shown on TV it's only scary. Total affected, cured &amp; deaths. Kindly also give status of active cases as how many critical, how many improving. This may give some confidence to #Citizens.",2020-03-26 13:59:04+00:00,0,17,#COVID19 #Citizens,Mumbai,The way COVID19 numbers are shown on TV it s only scary Total affected cured amp deaths Kindly also give status of active cases as how many critical how many improving This may give some confidence to Citizens,"[{'score': 0.535237, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
This did give a solid chill! #ChineseVirus19 #covid19 #CoronavirusOubreak,2020-03-26 13:23:34+00:00,0,1,#ChineseVirus19 #covid19 #CoronavirusOubreak,Mumbai,This did give a solid chill ChineseVirus19 covid19 CoronavirusOubreak,"[{'score': 0.777421, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@NITIAayog @MoHFW_INDIA calls doctors to volunteer to assist in handling #COVID19 ...u can be retired or in Pvt service #WarAgainstVirus #NaToCorona,2020-03-26 13:20:31+00:00,0,0,#COVID19 #WarAgainstVirus #NaToCorona,Mumbai,INDIA calls doctors to volunteer to assist in handling COVID19 u can be retired or in Pvt service WarAgainstVirus NaToCorona,[],,,,,,,
"If @MahindraRise can deliver at this pricing, it would be a real game changer and a true disruption #COVID19 #NaToCorona @anandmahindra",2020-03-26 13:18:11+00:00,0,1,#COVID19 #NaToCorona,Mumbai,If can deliver at this pricing it would be a real game changer and a true disruption COVID19 NaToCorona,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,,
"STAY HOME, STAY SAFE WORK FROM HOME & PAMPER YOURSELF AT THE SAME TIME! #CoronaSeDaroNaa #stayhome #staysafe #lockdown #india #workfromhome #coronavirus #covid19 #pamperyourself #selfcare #skincare #beauty #selflove #treatyourself #loveyourself #pamper #metime #nailsofinstagram",2020-03-26 12:23:57+00:00,0,2,#CoronaSeDaroNaa #stayhome #stayhome #staysafe #lockdown #india #workfromhome #coronavirus #covid19 #pamperyourself #selfcare #skincare #beauty #selflove #treatyourself #loveyourself #pamper #metime #nailsofinstagram,Mumbai,STAY HOME STAY SAFE WORK FROM HOME PAMPER YOURSELF AT THE SAME TIME CoronaSeDaroNaa stayhome staysafe lockdown india workfromhome coronavirus covid19 pamperyourself selfcare skincare beauty selflove treatyourself loveyourself pamper metime nailsofinstagram,"[{'score': 0.772335, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
"STAY HOME, STAY SAFE WORK FROM HOME & PAMPER YOURSELF AT THE SAME TIME! #CoronaSeDaroNaa #stayhome #staysafe #lockdown #india #workfromhome #coronavirus #covid19 #pamperyourself #selfcare #skincare #beauty #selflove #treatyourself #loveyourself #pamper #metime #nailsofinstagram",2020-03-26 12:22:45+00:00,0,2,#CoronaSeDaroNaa #stayhome #stayhome #staysafe #lockdown #india #workfromhome #coronavirus #covid19 #pamperyourself #selfcare #skincare #beauty #selflove #treatyourself #loveyourself #pamper #metime #nailsofinstagram,Mumbai,STAY HOME STAY SAFE WORK FROM HOME PAMPER YOURSELF AT THE SAME TIME CoronaSeDaroNaa stayhome staysafe lockdown india workfromhome coronavirus covid19 pamperyourself selfcare skincare beauty selflove treatyourself loveyourself pamper metime nailsofinstagram,"[{'score': 0.772335, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
Happy thursday everyone!! I hope you are all following the lockdown and staying indoors!! #stayhome #staysafe #indiafightscorona #covid19 #artfromhome #paintfromhome #watercolorfloral #watercolors #watercolorblog… https://www.instagram.com/p/B-MlEkqpMWe/?igshid=1n1d5xp7rkq88,2020-03-26 12:17:35+00:00,0,0,#stayhome #stayhome #staysafe #indiafightscorona #covid19 #artfromhome #paintfromhome #watercolorfloral #watercolors #watercolorblog,Mumbai,Happy thursday everyone I hope you are all following the lockdown and staying indoors stayhome staysafe indiafightscorona covid19 artfromhome paintfromhome watercolorfloral watercolors watercolorblog,"[{'score': 0.835111, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We have collaborated with @Imaginarium_Ind and @divbyztech to deliver 10000 Face Shields to healthcare workers in India to fight this war against #COVID19. Please support our fund raising effort so that we can source raw materials and make this happen! ,2020-03-26 12:05:07+00:00,18,35,#COVID19,Mumbai,We have collaborated with Ind and to deliver 10000 Face Shields to healthcare workers in India to fight this war against COVID19 Please support our fund raising effort so that we can source raw materials and make this happen,"[{'score': 0.618258, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Fantastic gesture by @FinMinIndia Smt. @nsitharaman for those combating #COVID19 from the frontlines. The ₹50 lakh insurance cover will provide a safety net for medical staff &amp; sanitation workers ensuring our safety. https://bit.ly/3dB4kRx @livemint @Armilu #IndiaFightsCorona,2020-03-26 12:00:20+00:00,5,12,#COVID19 #IndiaFightsCorona,Mumbai,Fantastic gesture by Smt for those combating COVID19 from the frontlines The 50 lakh insurance cover will provide a safety net for medical staff amp sanitation workers ensuring our safety IndiaFightsCorona,"[{'score': 0.54839, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
Pls invent some mobile app to detect or test corona virus infections. This would make our lives more safe as many of us using devices only correct lifesaver app we need. @Microsoft @Windows @Google @AppleSupport @ForbesTech #Coronaindia #Apple #COVID19 #WarAgainstVirus,2020-03-26 11:35:54+00:00,0,1,#Coronaindia #Apple #COVID19 #WarAgainstVirus,Mumbai,Pls invent some mobile app to detect or test corona virus infections This would make our lives more safe as many of us using devices only correct lifesaver app we need Coronaindia Apple COVID19 WarAgainstVirus,[],,,,,,,
Here's how you can spend your leisure time this quarantine. #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,2020-03-26 11:14:34+00:00,0,0,#Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,Mumbai,Here s how you can spend your leisure time this quarantine Corona GoCoronaGo Coronavirus COVID19 StayHomeStaySafe TakePrecautionAgainstCorona SocialDistancing Viral Quarantine LetsBeatCorona IndiaFightsCorona ThingsToDoThisQuarantine IndiaStaysHome LockDown,"[{'score': 0.542424, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Navi Mumbai fight to corona... #navimumbai #COVID19 – at APMC Market,2020-03-26 11:11:13+00:00,0,2,#navimumbai #COVID19,Mumbai,Navi Mumbai fight to corona navimumbai COVID19 at APMC Market,[],,,,,,,
At times like these it is our duty as citizens to come together & support those who are the nation’s support force. Our workforce from BMC & Mumbai Police. For any Suggestions please call us on : 9820303062 #corona #covid19 #stayhome #staysafe #dontroam #kandhari #21daylockdown,2020-03-26 11:04:40+00:00,0,1,#corona #covid19 #stayhome #stayhome #staysafe #dontroam #kandhari #21daylockdown,Mumbai,At times like these it is our duty as citizens to come together support those who are the nation s support force Our workforce from BMC Mumbai Police For any Suggestions please call us on 9820303062 corona covid19 stayhome staysafe dontroam kandhari 21daylockdown,[],,,,,,,
So #china doesn’t want to be associated with the #covid19 virus. Shouldn’t have manufactured it and spread it then. @$$holes. #nukechina,2020-03-26 11:01:09+00:00,0,3,#china #covid19 #nukechina,Mumbai,So china doesn t want to be associated with the covid19 virus Shouldn t have manufactured it and spread it then holes nukechina,[],,,,,,,
Big Announcement on Relief Fund by Govt for Rs. 1.70 lakh cr. Good move for poor and farmers. #COVID19 #21daysLockdownIndia #PMOI #FinanceMinister,2020-03-26 10:48:07+00:00,0,0,#COVID19 #21daysLockdownIndia #PMOI #FinanceMinister,Mumbai,Big Announcement on Relief Fund by Govt for Rs 1 70 lakh cr Good move for poor and farmers COVID19 21daysLockdownIndia PMOI FinanceMinister,"[{'score': 0.642602, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Cash on delivery being discontinued by several online retailers, @AditiS90 #COVID19 ",2020-03-26 10:43:20+00:00,1,5,#COVID19,Mumbai,Cash on delivery being discontinued by several online retailers COVID19,[],,,,,,,
@BillGates Thanks Sir for such an inspiring expression of #COVID19 https://artofquotation.wordpress.com/2020/03/23/bill-gates-the-corona-covid-19-virus-is-sent-to-remind-us-of-the-important-lessons-that-we-seem-to-have-forgotten-and-it-is-up-to-us-if-we-will-learn-them-or-not/,2020-03-26 10:29:37+00:00,0,1,#COVID19,Mumbai,Thanks Sir for such an inspiring expression of COVID19,"[{'score': 0.684775, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Very useful information #COVID19 #Covid19India #COVID19outbreak Thanks @JSHealthandCare,2020-03-26 10:15:52+00:00,0,3,#COVID19 #Covid19India #COVID19outbreak,Mumbai,Very useful information COVID19 Covid19India COVID19outbreak Thanks,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
"This death and all similar ones due to police brutality, hunger and starvation should be counted as #COVID19 deaths ",2020-03-26 10:14:36+00:00,0,0,#COVID19,Mumbai,This death and all similar ones due to police brutality hunger and starvation should be counted as COVID19 deaths,"[{'score': 0.690139, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,1.0,,
"Some humor. But, seriously, please be of help and share responsibilities at home. It’s work from home and work for home #COVID19 #WorkFromHome #LockDownIndia #WorkForHome",2020-03-26 09:39:22+00:00,12,73,#COVID19 #WorkFromHome #LockDownIndia #WorkForHome,Mumbai,Some humor But seriously please be of help and share responsibilities at home It s work from home and work for home COVID19 WorkFromHome LockDownIndia WorkForHome,[],,,,,,,
"I don't understand what @WHO is doing here? #italy is gone, Spain and US in line with UK catching up.... how can China run scot-free? How has China managed complete relief from the virus even at their adjoining cities? Do they have a Magic? #COVID19 #WHOLiedPeopleDied #WHO",2020-03-26 09:31:30+00:00,7,14,#italy #COVID19 #WHOLiedPeopleDied #WHO,Mumbai,I don t understand what is doing here italy is gone Spain and US in line with UK catching up how can China run scot free How has China managed complete relief from the virus even at their adjoining cities Do they have a Magic COVID19 WHOLiedPeopleDied WHO,[],,,,,,,
