Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
To Government of India: request for complete lockdown / curfew / shutdown except essential services. Only way to Victory against #Covid19 - Sign the Petition! http://chng.it/cQVrZHFv via @ChangeOrg_India,2020-03-22 07:47:12+00:00,0,1,#Covid19,Delhi,To Government of India request for complete lockdown curfew shutdown except essential services Only way to Victory against Covid19 Sign the Petition via India,"[{'score': 0.5449, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Janta Curfew in my locality @narendramodi @PMOIndia #corona #QuarantineAndChill #coronapocalypse #covid19 #CoronavirusOutbreak #pandemic #indiaagainstcorona #indiafightscorona #JanataCurfew – at Malka Ganj,2020-03-22 07:42:23+00:00,0,1,#corona #QuarantineAndChill #coronapocalypse #covid19 #CoronavirusOutbreak #pandemic #indiaagainstcorona #indiafightscorona #JanataCurfew,Delhi,Janta Curfew in my locality corona QuarantineAndChill coronapocalypse covid19 CoronavirusOutbreak pandemic indiaagainstcorona indiafightscorona JanataCurfew at Malka Ganj,[],,,,,,,
"#Covid_19india How to protect yourself from #Covid19 ? #BeSafe #StayIndoors #WashYourHands Listen to my conversation with Dr Anant Mohan, HOD - Pulmonary Medicine, #AIIMSDelhi. #JanataCurfew https://www.youtube.com/watch?reload=9&amp;v=OFErsWeGiYk",2020-03-22 07:38:24+00:00,4,3,#Covid_19india #Covid19 #BeSafe #StayIndoors #WashYourHands #WashYourHands #AIIMSDelhi #JanataCurfew,Delhi,Covid 19india How to protect yourself from Covid19 BeSafe StayIndoors WashYourHands Listen to my conversation with Dr Anant Mohan HOD Pulmonary Medicine AIIMSDelhi JanataCurfew,"[{'score': 0.609711, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"'An Hour to Download ICU Guidelines': Amid #COVID19, #Kashmir Doctors Struggle With Slow #Internet #CoronaVirus",2020-03-22 07:23:27+00:00,0,0,#COVID19 #Kashmir #Internet #CoronaVirus,Delhi,An Hour to Download ICU Guidelines Amid COVID19 Kashmir Doctors Struggle With Slow Internet CoronaVirus,"[{'score': 0.699387, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 07:17:54+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Scary data - we have surpassed 3,00,000 cases worldwide just 3 days after we reached 2,00,000 cases. #COVID19",2020-03-22 07:07:11+00:00,0,1,#COVID19,Delhi,Scary data we have surpassed 3 00 000 cases worldwide just 3 days after we reached 2 00 000 cases COVID19,"[{'score': 0.639495, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
Day 3 of quarantine - The source of Corona Virus according to my mom is my room being dirty. #Covid19 #Quarantine,2020-03-22 06:50:22+00:00,0,0,#Covid19 #Quarantine,Delhi,Day 3 of quarantine The source of Corona Virus according to my mom is my room being dirty Covid19 Quarantine,"[{'score': 0.828638, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Stay Home, Stay Safe! #covid19 #coronavirusindia",2020-03-22 05:55:53+00:00,0,2,#covid19 #coronavirusindia,Delhi,Stay Home Stay Safe covid19 coronavirusindia,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Ngl need to quarantine my deek in some beech’s mouf #COVID19 #JantaCurfew #itscoronatime,2020-03-22 05:53:08+00:00,0,1,#COVID19 #JantaCurfew #itscoronatime,Delhi,Ngl need to quarantine my deek in some beech s mouf COVID19 JantaCurfew itscoronatime,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
@Lawyer2CA® urges you to follow the precautionary measures to be taken to fight against Covid-19. . . . . . . #coronavirus #covid19 #jantacurfew #socialdistancing #Lawyer2Ca #Lawyer2Caventures #handwash #dontpanic #indiatogether #beatthevirus #Narendramodi,2020-03-22 05:52:14+00:00,0,2,#coronavirus #covid19 #jantacurfew #socialdistancing #Lawyer2Ca #Lawyer2Caventures #handwash #dontpanic #indiatogether #beatthevirus #Narendramodi,Delhi,urges you to follow the precautionary measures to be taken to fight against Covid 19 coronavirus covid19 jantacurfew socialdistancing Lawyer2Ca Lawyer2Caventures handwash dontpanic indiatogether beatthevirus Narendramodi,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 05:52:09+00:00,5,4,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"As we live through #COVID19 pandemic, the newspapers are working tirelessly to bring you credible information and help you avoid #fakenews. If you missed getting your morning copy ,links to read epaper : http://epaper.livemint.com http://epaper.hindustantimes.com http://epaper.livehindustan.com",2020-03-22 05:47:41+00:00,3,4,#COVID19 #fakenews,Delhi,As we live through COVID19 pandemic the newspapers are working tirelessly to bring you credible information and help you avoid fakenews If you missed getting your morning copy links to read epaper,"[{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 05:38:37+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"The time is always right to do, what is right #Covid19 #FlattenTheCuve #IMACovidude @narendramodi @MoHFW_INDIA @drharshvardhan @DrNancyM_CDC @doctorsoumya @GKangInd @vipintukur @naveenthacker @mygovindia @PMOIndia @DrHVoffice @JPNadda @NHPINDIA @LtGovDelhi @WHO @CDCgov @CDCFlu",2020-03-22 05:19:58+00:00,0,19,#Covid19 #FlattenTheCuve #IMACovidude,Delhi,The time is always right to do what is right Covid19 FlattenTheCuve IMACovidude INDIA CDC,"[{'score': 0.513889, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
#JantaCurfew. Taking this day to express my heartfelt gratitude and appreciation for the medical and paramedical professionals who have put themselves in the first line of defence against the vicious #COVID19. “Never was so much owed by so many to so few” in our times. ,2020-03-22 05:16:02+00:00,13,52,#JantaCurfew #COVID19,Delhi,JantaCurfew Taking this day to express my heartfelt gratitude and appreciation for the medical and paramedical professionals who have put themselves in the first line of defence against the vicious COVID19 Never was so much owed by so many to so few in our times,"[{'score': 0.697735, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"The spread of fake news about the #covid19 emergency in India, which happens mostly via WhatsApp, is truly scary ",2020-03-22 05:08:51+00:00,3,3,#covid19,Delhi,The spread of fake news about the covid19 emergency in India which happens mostly via WhatsApp is truly scary,"[{'score': 0.730626, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
@bbcdoctorwho @WHO @drharshvardhan @FortisBC @HospitalsApollo @aajtak @PoulomiMSaha @IndiaToday @indiatvnews @republic @TimesNow @CNNnews18 @BBCWorld @cnni Thank You all #Corona #COVID19 #IndiaFightsCorona,2020-03-22 05:05:26+00:00,0,0,#Corona #COVID19 #IndiaFightsCorona,Delhi,Thank You all Corona COVID19 IndiaFightsCorona,"[{'score': 0.816323, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Latest Status. In addition, 23 recovered, 5 dead. Spot the states which are yet to get affected !! #kanpur #kanpuriyabhaiya #covid19 #IndiaFightsCoronavirus – at Sector 78, Noida",2020-03-22 05:05:11+00:00,0,3,#kanpur #kanpuriyabhaiya #covid19 #IndiaFightsCoronavirus,Delhi,Latest Status In addition 23 recovered 5 dead Spot the states which are yet to get affected kanpur kanpuriyabhaiya covid19 IndiaFightsCoronavirus at Sector 78 Noida,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Information up-to-date #COVID19 #travel follow links.,2020-03-22 04:58:59+00:00,1,0,#COVID19 #travel,Delhi,Information up to date COVID19 travel follow links,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Indian Government made #WhatsApp Chatbot to provide information on #COVID19 which can be accessed by click on this link https://wa.me/919013151515?text=Hi The chatbot can help inform users of the virus and its symptoms, how to reduce risk of inffection, how to get help. #IndiaFightsCorona",2020-03-22 04:50:15+00:00,0,0,#WhatsApp #COVID19 #IndiaFightsCorona,Delhi,Indian Government made WhatsApp Chatbot to provide information on COVID19 which can be accessed by click on this link The chatbot can help inform users of the virus and its symptoms how to reduce risk of inffection how to get help IndiaFightsCorona,"[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Social distancing is a key step in preventing the spread of #COVID19. ACMA urges everyone to play their part as a responsible citizen and participate in the Janta Curfew on 22nd March, 2020. #JantaCurfew #SocialDistancing",2020-03-22 04:43:28+00:00,2,8,#COVID19 #JantaCurfew #SocialDistancing,Delhi,Social distancing is a key step in preventing the spread of COVID19 ACMA urges everyone to play their part as a responsible citizen and participate in the Janta Curfew on 22nd March 2020 JantaCurfew SocialDistancing,[],,,,,,,
Deserted roads in #Jammu following commencement of #JantaCurfew from 7 am today. Mass response to appeal by Prime Minister Sh @NarendraModi . #COVID19 ,2020-03-22 04:33:24+00:00,168,1471,#Jammu #JantaCurfew #COVID19,Delhi,Deserted roads in Jammu following commencement of JantaCurfew from 7 am today Mass response to appeal by Prime Minister Sh COVID19,[],,,,,,,
We Support #JantaCurfew .... #COVID19 #coronavirus #JantaCurfew #CoronavirusOutbreak #CoronavirusPandemic @RubikaLiyaquat @ABPNews @abpnewshindi – at Uttam nagar,2020-03-22 03:54:18+00:00,1,2,#JantaCurfew #COVID19 #coronavirus #JantaCurfew #CoronavirusOutbreak #CoronavirusPandemic,Delhi,We Support JantaCurfew COVID19 coronavirus JantaCurfew CoronavirusOutbreak CoronavirusPandemic at Uttam nagar,[],,,,,,,
"While making a biggg success of #JantaCurfew, don't forget to show your gratitude, thanks and respect for Those who are treating infected people and sanitizing also have equal chance of danger. #NovelCorona #Covid19 #ThanksGiving #JantaCurfewChallenge #5Minute",2020-03-22 03:46:30+00:00,1,0,#JantaCurfew #NovelCorona #Covid19 #ThanksGiving #JantaCurfewChallenge #5Minute,Delhi,While making a biggg success of JantaCurfew don t forget to show your gratitude thanks and respect for Those who are treating infected people and sanitizing also have equal chance of danger NovelCorona Covid19 ThanksGiving JantaCurfewChallenge 5Minute,"[{'score': 0.943368, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@RubikaLiyaquat Combination of Best News Channel and Best Anchor ... #ABPnews #COVID19 #JantaCurfew – at Uttam nagar,2020-03-22 03:45:58+00:00,1,1,#ABPnews #COVID19 #JantaCurfew,Delhi,Combination of Best News Channel and Best Anchor ABPnews COVID19 JantaCurfew at Uttam nagar,"[{'score': 0.774155, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Is India working to develop this testing kit now ? ""No"" We are importing from Germany! India should have developed this kit & gone for full fledged #COVID19 testing but instead India just checked temperature of people coming from China, Italy &amp; allowed Corona to enter India...",2020-03-22 03:42:32+00:00,5,8,#COVID19,Delhi,Is India working to develop this testing kit now No We are importing from Germany India should have developed this kit gone for full fledged COVID19 testing but instead India just checked temperature of people coming from China Italy amp allowed Corona to enter India,[],,,,,,,
"This #JantaCurfew effects on DWARKA, Sector 22 overlooking to Runway no 29 IGI airport @DelhiAirport , parks. Birds chipp all around. War against #coronavirusindia #COVID19 #StayHomeStaySafe @ndtv @IndiaToday @ANI @indiatvnews @BBCBreaking @FRANCE24",2020-03-22 03:40:59+00:00,0,1,#JantaCurfew #coronavirusindia #COVID19 #StayHomeStaySafe,Delhi,This JantaCurfew effects on DWARKA Sector 22 overlooking to Runway no 29 IGI airport parks Birds chipp all around War against coronavirusindia COVID19 StayHomeStaySafe,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
#ChineseVirus #WuhanVirus delayed response by #China in letting #WHO function and dadagiri with #Phillipines et al. Rather #Covid19: Made in China pandemic https://www.orfonline.org/expert-speak/covid19-made-in-china-pandemic-63531/ via @orfonline,2020-03-22 03:34:59+00:00,1,2,#ChineseVirus #WuhanVirus #China #WHO #Phillipines #Covid19,Delhi,ChineseVirus WuhanVirus delayed response by China in letting WHO function and dadagiri with Phillipines et al Rather Covid19 Made in China pandemic via,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 03:32:39+00:00,0,3,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 03:16:59+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
The only doctor who can make antidote for #COVID19 @SahilSe60792382 ,2020-03-22 03:15:01+00:00,0,0,#COVID19,Delhi,The only doctor who can make antidote for COVID19,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 03:08:24+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Don’t forget to salute those #RashtraSewaks working diligently to keep the #Coronavirus at bay at 5:00 PM IST today. Let us show them our gratitude by applauding them. #COVID19 #IndiaFightsCoronaVirus #JantaCurfew #BreakTheChain #COVID2019india,2020-03-22 03:01:02+00:00,1,5,#RashtraSewaks #Coronavirus #COVID19 #IndiaFightsCoronaVirus #JantaCurfew #BreakTheChain #COVID2019india,Delhi,Don t forget to salute those RashtraSewaks working diligently to keep the Coronavirus at bay at 5 00 PM IST today Let us show them our gratitude by applauding them COVID19 IndiaFightsCoronaVirus JantaCurfew BreakTheChain COVID2019india,"[{'score': 0.704077, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 02:57:36+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"It’s really a good news for health care providers. Sir, what measures we shud take to not to carry #COVID19 to our homes ?",2020-03-22 02:56:13+00:00,0,0,#COVID19,Delhi,It s really a good news for health care providers Sir what measures we shud take to not to carry COVID19 to our homes,"[{'score': 0.809477, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.716804, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Please follow these steps to reduce the risk of #viral infection. To know more, you can reach out to verified #surgeons who are available 24*7. (Link in Bio) #coronavirus #staysafe #COVID19 #Askasurgeon – at Sector 7 Noida",2020-03-22 02:52:15+00:00,0,0,#viral #surgeons #coronavirus #staysafe #COVID19 #Askasurgeon,Delhi,Please follow these steps to reduce the risk of viral infection To know more you can reach out to verified surgeons who are available 24 7 Link in Bio coronavirus staysafe COVID19 Askasurgeon at Sector 7 Noida,"[{'score': 0.831565, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"In the wake of the Covid-19 outbreak, our stores will remain closed on 22nd & 23rd March, 2020. We must honour the clarion call of our Prime Minister. Let's all stay safe indoors & emerge as winners in this fight. #Covid19 #2020 #outbreak #clarioncall #PrimeMinister #JagdishStore",2020-03-22 01:51:49+00:00,0,0,#Covid19 #outbreak #clarioncall #PrimeMinister #JagdishStore,Delhi,In the wake of the Covid 19 outbreak our stores will remain closed on 22nd 23rd March 2020 We must honour the clarion call of our Prime Minister Let s all stay safe indoors emerge as winners in this fight Covid19 2020 outbreak clarioncall PrimeMinister JagdishStore,[],,,,,,,
"This is only to warn eachother. These data numbers in other countries ask us to be ENSURE , DOUBLE UP efforts to break the chain. In few minutes we step into #JANTACURFEW Pls be with family and friends. #coronavirus #COVID19",2020-03-22 01:30:36+00:00,0,0,#JANTACURFEW #coronavirus #COVID19,Delhi,This is only to warn eachother These data numbers in other countries ask us to be ENSURE DOUBLE UP efforts to break the chain In few minutes we step into JANTACURFEW Pls be with family and friends coronavirus COVID19,"[{'score': 0.510594, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Today is #WorldWaterDay. Let’s show our best hand hygiene moments to fight #COVID19. Conserve and save water. #UNWater #NamameGange #WaterDay,2020-03-22 00:53:00+00:00,0,7,#WorldWaterDay #COVID19 #UNWater #NamameGange #WaterDay,Delhi,Today is WorldWaterDay Let s show our best hand hygiene moments to fight COVID19 Conserve and save water UNWater NamameGange WaterDay,"[{'score': 0.781429, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 00:34:07+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"A total of 267,013 confirmed #COVID19 cases have been reported to @WHO from 184 countries &amp; territories . #CoronavirusPandemic #CoronaUpdatesInIndia #JantaCurfewMarch22 #ChinaLiedAndPeopleDied #CoronaChainScare #StayAtHome Link: https://bit.ly/2UcUjCp ",2020-03-21 22:57:36+00:00,0,2,#COVID19 #CoronavirusPandemic #CoronaUpdatesInIndia #JantaCurfewMarch22 #ChinaLiedAndPeopleDied #CoronaChainScare #StayAtHome #StayAtHome,Delhi,A total of 267 013 confirmed COVID19 cases have been reported to from 184 countries amp territories CoronavirusPandemic CoronaUpdatesInIndia JantaCurfewMarch22 ChinaLiedAndPeopleDied CoronaChainScare StayAtHome Link,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 21:35:13+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Thread by @arvindgunasekar: At the time when we should have gone for full fledged #Covid19 testing, we were placing international travel rest we shd have been prepping up infrastructure for treatment,we are entering diagnosis phase... How many isolati… ",2020-03-21 20:44:39+00:00,0,2,#Covid19,Delhi,Thread by At the time when we should have gone for full fledged Covid19 testing we were placing international travel rest we shd have been prepping up infrastructure for treatment we are entering diagnosis phase How many isolati,[],,,,,,,
The poetry from Bollywood Movie 'The burning train' makes more & more sense in current prevailing situation of the world. #worldphotographyday #covid19 #janatacurfew,2020-03-21 20:40:56+00:00,0,0,#worldphotographyday #covid19 #janatacurfew,Delhi,The poetry from Bollywood Movie The burning train makes more more sense in current prevailing situation of the world worldphotographyday covid19 janatacurfew,[],,,,,,,
"I am sure, this #covid19 will make us kinder, stronger, younger and together than ever.",2020-03-21 20:01:35+00:00,0,2,#covid19,Delhi,I am sure this covid19 will make us kinder stronger younger and together than ever,"[{'score': 0.64436, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"Read this thread if you still think that #Covid19 won't harm you :) Stay inside, Stray Safe :) ",2020-03-21 19:57:30+00:00,3,3,#Covid19,Delhi,Read this thread if you still think that Covid19 won t harm you Stay inside Stray Safe,"[{'score': 0.873089, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
800 dead in a single day in Italy. Pray for them. #Covid19,2020-03-21 19:41:04+00:00,0,0,#Covid19,Delhi,800 dead in a single day in Italy Pray for them Covid19,"[{'score': 0.636313, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
For last few days I was working on something dpecisl. I utilised my time sitting at home. http://vinodscaria.rnabiology.org/covid-19/covid-19-helplines. Thanks @vinodscaria @narendramodi @drharshvardhan @MoHFW_INDIA #covid19 #Covid_19india #covid,2020-03-21 19:29:46+00:00,0,1,#covid19 #Covid_19india #covid,Delhi,For last few days I was working on something dpecisl I utilised my time sitting at home Thanks INDIA covid19 Covid 19india covid,"[{'score': 0.536775, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
#COVID19 scare : People in public transport with hands always in their pockets. Washing hands with soap frequently . Reminded me of this scene. ,2020-03-21 19:24:05+00:00,0,0,#COVID19,Delhi,COVID19 scare People in public transport with hands always in their pockets Washing hands with soap frequently Reminded me of this scene,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
I’m honoured shri @RahulGandhi ji for such questions raised by you months before. . . . . We needs leaders like you in every parties in India instead of spineless leaders does not have guts to say their superiors right? #corona #covid19 #CoronaChainScare,2020-03-21 19:11:00+00:00,0,0,#corona #covid19 #CoronaChainScare,Delhi,I m honoured shri ji for such questions raised by you months before We needs leaders like you in every parties in India instead of spineless leaders does not have guts to say their superiors right corona covid19 CoronaChainScare,"[{'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"“Safety isn’t expensive, it’s priceless"". Keep Yourself safe by frequently washing your hands . @WHO @moayush @MoHFW_INDIA @PMOIndia @narendramodi @UNICEFIndia @UNESCO @drharshvardhan @SatyendarJain @AamAadmiParty #CoronaFreeBharat #COVID19 #Coronavirus #IndiaFightsCorona",2020-03-21 19:03:49+00:00,0,2,#CoronaFreeBharat #COVID19 #Coronavirus #IndiaFightsCorona,Delhi,Safety isn t expensive it s priceless Keep Yourself safe by frequently washing your hands INDIA CoronaFreeBharat COVID19 Coronavirus IndiaFightsCorona,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCoronavirus",2020-03-21 18:50:40+00:00,0,0,#COVID19 #IndiaFightsCoronavirus,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCoronavirus,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 18:45:12+00:00,1,1,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Inspired by @PMOIndia @narendramodi 's call for #JantaCurfewChallenge my son Abhiraj appeals you all to fight and defeat #Covid19 virus in India. We can and we will fight and defeat the Corona in India. @drharshvardhan,2020-03-21 18:31:35+00:00,1,2,#JantaCurfewChallenge #Covid19,Delhi,Inspired by s call for JantaCurfewChallenge my son Abhiraj appeals you all to fight and defeat Covid19 virus in India We can and we will fight and defeat the Corona in India,"[{'score': 0.599723, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.676008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 18:08:55+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
On 22nd March i.e. #Jantacurfew It is a great challenge For all the Indians. Stay at Home on the Day of #Jantacurfew and enjoy Sunday with your Family.@narendramodi @PMOIndia @AmitShah @mahadev_ceo @ArvindKejriwal @drharshvardhan #IndiaFightsCorona #StayHomeStaySafe #COVID19 – at new delhi,2020-03-21 18:08:33+00:00,0,3,#Jantacurfew #Jantacurfew #IndiaFightsCorona #StayHomeStaySafe #COVID19,Delhi,On 22nd March i e Jantacurfew It is a great challenge For all the Indians Stay at Home on the Day of Jantacurfew and enjoy Sunday with your Family ceo IndiaFightsCorona StayHomeStaySafe COVID19 at new delhi,"[{'score': 0.823225, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
