Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
"#VT News 15:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #business #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-15 14:52:55+00:00,0,0,#VT #business #COVID19 #StayHomeStaySafe,Chennai,VT News 15 05 2020 For more promotions Legal Notice Follow us Instagram Helo App business COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
And we just moved to the next rank beating the country where #COVID19 first reported. #coronavirus,2020-05-15 14:34:22+00:00,2,1,#COVID19 #coronavirus,Chennai,And we just moved to the next rank beating the country where COVID19 first reported coronavirus,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
"434 more #COVID19 positive cases in Tamil Nadu today. In this, 6 people returned from Maldives, 40 from Maharashtra, 2 from Gujarat and 1 from Karnataka. @xpresstn @NewIndianXpress",2020-05-15 14:17:18+00:00,3,13,#COVID19,Chennai,434 more COVID19 positive cases in Tamil Nadu today In this 6 people returned from Maldives 40 from Maharashtra 2 from Gujarat and 1 from Karnataka,"[{'score': 0.715661, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
We #TamilNadu people can recommend #TASMAC officials to workout an effective plan to organise these people. They are brilliantly handling the #liquor sales here. Smart officials working hard in surge time. #MigrantWorkers #LockdownIndia #COVID19 ,2020-05-15 13:22:54+00:00,0,0,#TamilNadu #TASMAC #liquor #MigrantWorkers #LockdownIndia #COVID19,Chennai,We TamilNadu people can recommend TASMAC officials to workout an effective plan to organise these people They are brilliantly handling the liquor sales here Smart officials working hard in surge time MigrantWorkers LockdownIndia COVID19,"[{'score': 0.649347, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.529664, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"Although #SupremeCourt judgement paves way for @CMOTamilNadu to re-open the #Tasmac , appreciate if the shops are not open, alternative options of delivery can be arranged. As we are battling #COVID19 and with numbers not decreasing for TN, opening the shops will",2020-05-15 12:25:14+00:00,0,0,#SupremeCourt #Tasmac #COVID19,Chennai,Although SupremeCourt judgement paves way for to re open the Tasmac appreciate if the shops are not open alternative options of delivery can be arranged As we are battling COVID19 and with numbers not decreasing for TN opening the shops will,"[{'score': 0.520224, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
".@SamLavery82, @surreycricket women's bowling coach, hopes a tournament can be fixed up for the women to get things going when it's safe, adding that #COVID19 is no reason to neglect the women's game. #Womenssport #womenscricket @ejrainfordbrent",2020-05-15 09:17:34+00:00,0,1,#COVID19 #Womenssport #womenscricket,Chennai,women s bowling coach hopes a tournament can be fixed up for the women to get things going when it s safe adding that COVID19 is no reason to neglect the women s game Womenssport womenscricket,[],,,,,,,
What an unfortunate & an insensitive Jibe towards @INCIndia when the Nation is Reeling under such Huge Medical Emergency #COVID19 . We the People are least bothered about Political Agendas for any Party. Common Man is Dying without Basic Needs &amp; Money. Starvation &amp; Poverty Kills! ,2020-05-15 05:38:48+00:00,0,1,#COVID19,Chennai,What an unfortunate an insensitive Jibe towards when the Nation is Reeling under such Huge Medical Emergency COVID19 We the People are least bothered about Political Agendas for any Party Common Man is Dying without Basic Needs amp Money Starvation amp Poverty Kills,[],,,,,,,
At last the world heaves a sigh of relief as @realDonaldTrump takes on rogue state #China head on as Chinese-made #COVID19 cripples almost every country with the US as the worst sufferer! @VP @SecPompeo @SenateGOP @SenateDems,2020-05-15 04:40:28+00:00,0,0,#China #COVID19,Chennai,At last the world heaves a sigh of relief as takes on rogue state China head on as Chinese made COVID19 cripples almost every country with the US as the worst sufferer,"[{'score': 0.56754, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
£2 Billion Infra Package introduced by @GOVUK #COVID19,2020-05-14 17:43:17+00:00,0,0,#COVID19,Chennai,2 Billion Infra Package introduced by COVID19,"[{'score': 0.600688, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
#Maharashtra logs 1/3rd of #India’s total #COVID19 cases now,2020-05-14 15:11:20+00:00,0,0,#Maharashtra #India #COVID19,Chennai,Maharashtra logs 1 3rd of India s total COVID19 cases now,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"#VT News 14:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #sports #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-14 15:02:41+00:00,0,0,#VT #sports #COVID19 #StayHomeStaySafe,Chennai,VT News 14 05 2020 For more promotions Legal Notice Follow us Instagram Helo App sports COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
"Shopping ! The covid way ..Sanitizers,temp check and no Trial rooms ..Adapting to the future #COVID19 #shopping #COVID__19 #caronavirus2020 @sskarthik #karthiksrinivasan",2020-05-14 13:14:12+00:00,5,156,#COVID19 #shopping #COVID__19 #caronavirus2020 #karthiksrinivasan,Chennai,Shopping The covid way Sanitizers temp check and no Trial rooms Adapting to the future COVID19 shopping COVID 19 caronavirus2020 karthiksrinivasan,"[{'score': 0.706783, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Making ESIC voluntary for individual informal workers is a deplorable negation of commitment to provide universal health coverage. This is a spectacular failure. Even #COVID19 cannot convince India to move to genuine UHC?,2020-05-14 11:07:35+00:00,2,4,#COVID19,Chennai,Making ESIC voluntary for individual informal workers is a deplorable negation of commitment to provide universal health coverage This is a spectacular failure Even COVID19 cannot convince India to move to genuine UHC,[],,,,,,,
"As parents, all of us are worried about our kid's schooling due to #COVID19 situation. It's obvious they're going to miss #Schooling, #Learning &amp; most importantly #Socializing for at least couple months but what's… https://www.instagram.com/p/CAKkezyg5lg/?igshid=ur3w2thjxnr7",2020-05-14 10:37:35+00:00,0,0,#COVID19 #Schooling #Learning #Socializing,Chennai,As parents all of us are worried about our kid s schooling due to COVID19 situation It s obvious they re going to miss Schooling Learning amp most importantly Socializing for at least couple months but what s,"[{'score': 0.55916, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.500619, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.638807, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,1.0,1.0
Impact of Covid-19 on elective surgeries #COVID19 #coronavirus #electivesurgeries https://youtu.be/qufSi9W426s – at Chennai Plastic Surgery,2020-05-13 15:26:53+00:00,0,0,#COVID19 #coronavirus #electivesurgeries,Chennai,Impact of Covid 19 on elective surgeries COVID19 coronavirus electivesurgeries at Chennai Plastic Surgery,[],,,,,,,
Automation Sanitizer Dispesnser #corona #coronavirus #covid19 #Chennai @ATSS-Active Total Security Systems https://www.instagram.com/p/CAIf4suFsHs/?igshid=td52ru6lbyzf,2020-05-13 15:18:03+00:00,0,1,#corona #coronavirus #covid19 #Chennai,Chennai,Automation Sanitizer Dispesnser corona coronavirus covid19 Chennai Active Total Security Systems,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
SpeedFace-H5 High Speed Face Authentication System Feature • User Capacity:10000 • Face Capacity: 6000 #eSSL ##FaceRecognition #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus @… https://www.instagram.com/p/CAIeVWTlQPj/?igshid=1v4zztgovhxzf,2020-05-13 15:04:46+00:00,0,1,#eSSL #FaceRecognition #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus,Chennai,SpeedFace H5 High Speed Face Authentication System Feature User Capacity 10000 Face Capacity 6000 eSSL FaceRecognition TemperatureScreening TemperatureDetector covid19 corona coronavirus,[],,,,,,,
"Face-TM900 Face & Palm verification and Body Temperature Detection System Feature • Face Capacity: 6,000 • Palm Capacity: 3,000 #eSSL #FaceRecognition #TemperatureScreening #TemperatureDetector #covid19… https://www.instagram.com/p/CAIdsriFE7v/?igshid=8oi4s8kjlp89",2020-05-13 14:58:56+00:00,0,1,#eSSL #FaceRecognition #TemperatureScreening #TemperatureDetector #covid19,Chennai,Face TM900 Face Palm verification and Body Temperature Detection System Feature Face Capacity 6 000 Palm Capacity 3 000 eSSL FaceRecognition TemperatureScreening TemperatureDetector covid19,"[{'score': 0.709009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
High Precision Metal Detection Security Door. #DoorFrameMetalDetector #DFMD #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus #ElectronicSecurity @ATSS-Active Total Security Systems https://www.instagram.com/p/CAIdZIYFpH3/?igshid=drydj4di8yik,2020-05-13 14:56:17+00:00,0,1,#DoorFrameMetalDetector #DFMD #TemperatureScreening #TemperatureDetector #covid19 #corona #coronavirus #ElectronicSecurity,Chennai,High Precision Metal Detection Security Door DoorFrameMetalDetector DFMD TemperatureScreening TemperatureDetector covid19 corona coronavirus ElectronicSecurity Active Total Security Systems,[],,,,,,,
Wednesday Count 13-5-20 Slight relief but still high. Tamil Nadu reports 509 new cases taking total to 9227. Chennai alone reports 380 #COVID19 cases.,2020-05-13 13:04:06+00:00,2,0,#COVID19,Chennai,Wednesday Count 13 5 20 Slight relief but still high Tamil Nadu reports 509 new cases taking total to 9227 Chennai alone reports 380 COVID19 cases,[],,,,,,,
Guide to Use the Mask COVID 19 Awareness Post By Unique Pest Management Learnmore:https://uniquepestcontrol.in/ #uniquepestmanagement #Covid19 #Disinfestationservice #Viralremovalservice,2020-05-13 12:50:15+00:00,0,0,#uniquepestmanagement #Covid19 #Disinfestationservice #Viralremovalservice,Chennai,Guide to Use the Mask COVID 19 Awareness Post By Unique Pest Management Learnmore uniquepestmanagement Covid19 Disinfestationservice Viralremovalservice,"[{'score': 0.548904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
A short #writeu explaining why its expdcted for the #novelcoronavirus (the one behind the #COVIDー19 #pandemic) to #mutate (written by @AdithyaVikramS1) #Covid_19 #covid19 #biology #virology #virus #infection #disease #medical #health #coronavirus,2020-05-13 09:05:07+00:00,2,2,#writeu #novelcoronavirus #COVID #pandemic #mutate #Covid_19 #covid19 #biology #virology #virus #infection #disease #medical #health #coronavirus,Chennai,A short writeu explaining why its expdcted for the novelcoronavirus the one behind the COVID 19 pandemic to mutate written by Covid 19 covid19 biology virology virus infection disease medical health coronavirus,[],,,,,,,
Be Safe with Covid 19 & Other Virus.. Please Sanitize Your Car Car Sanitizing done for all Car's. Enquery : http://wa.me/919840200004 Ct: + 91-9840200004 #carsanitizing #sanitizer #car #covid19 #coronavirus… https://www.instagram.com/p/CAHvorDJ6_G/?igshid=1p4i2xhtuf736,2020-05-13 08:16:35+00:00,0,0,#carsanitizing #sanitizer #car #covid19 #coronavirus,Chennai,Be Safe with Covid 19 Other Virus Please Sanitize Your Car Car Sanitizing done for all Car s Enquery Ct 91 9840200004 carsanitizing sanitizer car covid19 coronavirus,[],,,,,,,
https://youtu.be/obc3WTmzgi4 #anbudhanvellum 16 #Independent singers in Single Album composed by #GKV #COVID19 #lockdownextension #StayHomeStaySafe @hiphoptamizha @ikamalhaasan @Actor_Vivek @actorvijay @actor_jayamravi @anirudhofficial @directorcheran #GoldQuarantineAwards pls give ,2020-05-13 06:24:26+00:00,0,0,#anbudhanvellum #Independent #GKV #COVID19 #lockdownextension #StayHomeStaySafe #GoldQuarantineAwards,Chennai,anbudhanvellum 16 Independent singers in Single Album composed by GKV COVID19 lockdownextension StayHomeStaySafe Vivek jayamravi GoldQuarantineAwards pls give,"[{'score': 0.596918, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
#StaySafe #COVID19 @Karthi_Offl good work awareness video pls watch and share ...most important one don't forget to follow I followed almost government rule till now because of my health and society health pls support oru society to fight Corona #coronavirus,2020-05-13 04:11:52+00:00,0,0,#StaySafe #COVID19 #coronavirus,Chennai,StaySafe COVID19 Offl good work awareness video pls watch and share most important one don t forget to follow I followed almost government rule till now because of my health and society health pls support oru society to fight Corona coronavirus,"[{'score': 0.653229, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#StaySafe #COVID19 @Karthi_Offl good work awareness video pls watch and share ...most important one don't forget to follow I followed almost government rule till now because of my health and society health pls support oru society to fight Corona #coronavirus,2020-05-13 04:11:31+00:00,0,0,#StaySafe #COVID19 #coronavirus,Chennai,StaySafe COVID19 Offl good work awareness video pls watch and share most important one don t forget to follow I followed almost government rule till now because of my health and society health pls support oru society to fight Corona coronavirus,"[{'score': 0.653229, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19 absolutely absurd ,2020-05-13 01:23:56+00:00,0,0,#COVID19,Chennai,COVID19 absolutely absurd,"[{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
The state of journalists covering #COVID19 nothing short of heroism ,2020-05-12 23:31:22+00:00,1,0,#COVID19,Chennai,The state of journalists covering COVID19 nothing short of heroism,[],,,,,,,
Happy International Nurse Day To All Nurses No Mothers. #Covid19 #StayhomeStaysafe #Uniquepestmanagement #Disinfestationservice #Sanitationservicechennai #ServiceBookingCall #9941916916,2020-05-12 18:51:33+00:00,0,1,#Covid19 #StayhomeStaysafe #Uniquepestmanagement #Disinfestationservice #Sanitationservicechennai #ServiceBookingCall,Chennai,Happy International Nurse Day To All Nurses No Mothers Covid19 StayhomeStaysafe Uniquepestmanagement Disinfestationservice Sanitationservicechennai ServiceBookingCall 9941916916,"[{'score': 0.925205, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
Can someone develop a #bubble #helmet so that we can go out without fear of #COVID19? ,2020-05-12 17:54:12+00:00,1,1,#bubble #helmet #COVID19,Chennai,Can someone develop a bubble helmet so that we can go out without fear of COVID19,"[{'score': 0.897416, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"In layman terms economy is to make use of available resources carefully. Hope this 20 lac crore is carefully used, prioritising the needs of the poor. Also if possible, the status of #PMCaresFund should be made available for the public. #COVID19 #Lockdown4",2020-05-12 16:35:41+00:00,0,2,#PMCaresFund #COVID19 #Lockdown4,Chennai,In layman terms economy is to make use of available resources carefully Hope this 20 lac crore is carefully used prioritising the needs of the poor Also if possible the status of PMCaresFund should be made available for the public COVID19 Lockdown4,[],,,,,,,
#Lockdown4 #Coronavirus #Covid19 let’s see I’m waiting for the details regarding Lockdown 4.0 #Indiafightscorona,2020-05-12 16:25:43+00:00,0,0,#Lockdown4 #Coronavirus #Covid19 #Indiafightscorona,Chennai,Lockdown4 Coronavirus Covid19 let s see I m waiting for the details regarding Lockdown 4 0 Indiafightscorona,"[{'score': 0.538448, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"I hope @PMOIndia would have seen the ground reality and will do something for the poor this time. More than #COVID19 deaths, the number of people dying out of hunger seems more. #8PM #Covid_19. #KeralaModel is an example to look out for.",2020-05-12 16:19:02+00:00,0,14,#COVID19 #8PM #Covid_19 #KeralaModel,Chennai,I hope would have seen the ground reality and will do something for the poor this time More than COVID19 deaths the number of people dying out of hunger seems more 8PM Covid 19 KeralaModel is an example to look out for,"[{'score': 0.84861, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.590113, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
Please help me! How many zeroes are there in 20 lac crore? #PMCARES #PMModi #COVID19 #20lakh2020 #20lakhcrores,2020-05-12 16:05:31+00:00,0,6,#PMCARES #PMModi #COVID19 #20lakh2020 #20lakhcrores,Chennai,Please help me How many zeroes are there in 20 lac crore PMCARES PMModi COVID19 20lakh2020 20lakhcrores,"[{'score': 0.567052, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #COVID19 #StayHomeStaySafe #modispeech – at Thyagaraya Nagar",2020-05-12 15:33:27+00:00,0,0,#VT #COVID19 #StayHomeStaySafe #modispeech,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App COVID19 StayHomeStaySafe modispeech at Thyagaraya Nagar,[],,,,,,,
"#BreakingNews | The #Lockdown4 will be different. We will implement the lockdown 4 after May 18 based on the CMs’ suggestions, says PM #NarendraModi #COVID19 #IndiaFightCorona #AatmanirbharBharat",2020-05-12 15:08:01+00:00,1,3,#BreakingNews #Lockdown4 #NarendraModi #COVID19 #IndiaFightCorona #AatmanirbharBharat,Chennai,BreakingNews The Lockdown4 will be different We will implement the lockdown 4 after May 18 based on the CMs suggestions says PM NarendraModi COVID19 IndiaFightCorona AatmanirbharBharat,"[{'score': 0.57374, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
Modi: khadi blah blah... Go local blah blah Mom: first aalugal undo nu noku. Inittu madhi Khadi okke (first see if people are alive to buy your stuff) #PMModi #COVID19,2020-05-12 15:00:46+00:00,0,3,#PMModi #COVID19,Chennai,Modi khadi blah blah Go local blah blah Mom first aalugal undo nu noku Inittu madhi Khadi okke first see if people are alive to buy your stuff PMModi COVID19,"[{'score': 0.585641, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #SportsNews #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-12 14:58:08+00:00,0,0,#VT #SportsNews #COVID19 #StayHomeStaySafe,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App SportsNews COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #cinema #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-12 14:56:04+00:00,0,0,#VT #cinema #COVID19 #StayHomeStaySafe,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App cinema COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
"How long do I get mommy 24*7 for? You're not answering my questions or alleviating my anxiety, Prime Minister ji! #PMModi #COVID19 #BigBryan",2020-05-12 14:54:01+00:00,0,1,#PMModi #COVID19 #BigBryan,Chennai,How long do I get mommy 24 7 for You re not answering my questions or alleviating my anxiety Prime Minister ji PMModi COVID19 BigBryan,"[{'score': 0.606254, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,1.0
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #business #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-12 14:52:51+00:00,0,0,#VT #business #COVID19 #StayHomeStaySafe,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App business COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
#HappyInternationalNursesDay 2020 to all the nurses across the globe working on field to fight #COVID19 #CoronaWarriors #MakkalNeedhiMaiam @maiamofficial @MaiamITOfficial,2020-05-12 12:16:24+00:00,2,5,#HappyInternationalNursesDay #COVID19 #CoronaWarriors #MakkalNeedhiMaiam,Chennai,HappyInternationalNursesDay 2020 to all the nurses across the globe working on field to fight COVID19 CoronaWarriors MakkalNeedhiMaiam,"[{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #COVID19 #StayHomeStaySafe #10thExams – at Thyagaraya Nagar",2020-05-12 11:30:50+00:00,0,0,#VT #COVID19 #StayHomeStaySafe #10thExams,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App COVID19 StayHomeStaySafe 10thExams at Thyagaraya Nagar,[],,,,,,,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #COVID19 #StayHomeStaySafe #NursesDay2020 – at Thyagaraya Nagar",2020-05-12 11:28:42+00:00,0,0,#VT #COVID19 #StayHomeStaySafe #NursesDay2020,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App COVID19 StayHomeStaySafe NursesDay2020 at Thyagaraya Nagar,[],,,,,,,
"#VT News 12:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #COVID19 #StayHomeStaySafe #EdappadiPalanisamy #HBDEdappadiKPalanisamy – at Thyagaraya Nagar",2020-05-12 11:26:49+00:00,0,0,#VT #COVID19 #StayHomeStaySafe #EdappadiPalanisamy #HBDEdappadiKPalanisamy,Chennai,VT News 12 05 2020 For more promotions Legal Notice Follow us Instagram Helo App COVID19 StayHomeStaySafe EdappadiPalanisamy HBDEdappadiKPalanisamy at Thyagaraya Nagar,[],,,,,,,
"#covid19, #dry cought https://youtu.be/KQrthGCyzOI",2020-05-12 06:41:44+00:00,0,0,#covid19 #dry,Chennai,covid19 dry cought,[],,,,,,,
"#Avoid touching eyes, nose, mouth unnecessarily #tastetheory #CoronaWarriors #Chennai #COVID19 #SaferAtHome #SafetyFirst #StayHome #StaySafe #IndiaFightsCOVID19 – at Taste Theory",2020-05-12 04:35:05+00:00,0,1,#tastetheory #CoronaWarriors #Chennai #COVID19 #SaferAtHome #SafetyFirst #StayHome #StayHome #StaySafe #IndiaFightsCOVID19,Chennai,Avoid touching eyes nose mouth unnecessarily tastetheory CoronaWarriors Chennai COVID19 SaferAtHome SafetyFirst StayHome StaySafe IndiaFightsCOVID19 at Taste Theory,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
Thanks to my brothers and sisters for doing their best and being the hope of the needy ones. I am proud of them. #COVID19 #ishavolunteers,2020-05-12 04:04:46+00:00,4,6,#COVID19 #ishavolunteers,Chennai,Thanks to my brothers and sisters for doing their best and being the hope of the needy ones I am proud of them COVID19 ishavolunteers,"[{'score': 0.952536, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#COVID19 latest news ,2020-05-12 03:51:56+00:00,0,1,#COVID19,Chennai,COVID19 latest news,[],,,,,,,
#china biggest producer and consumer of cotton have used 3 ply #masks and their own #kn95 masks to fend off #COVID19. #india is onto reusable designer cotton masks normally used in vests and briefs that offer no protection to airborne germs.,2020-05-12 01:50:47+00:00,1,1,#china #masks #kn95 #COVID19 #india,Chennai,china biggest producer and consumer of cotton have used 3 ply masks and their own kn95 masks to fend off COVID19 india is onto reusable designer cotton masks normally used in vests and briefs that offer no protection to airborne germs,[],,,,,,,
#usaeconomy was tremendous in the beginning of the year. @realDonaldTrump was phenomenal in bringing the unemployment to an all time low. #COVID19 has ruined the economy of the world (not only America) but the economy of India has been in doldrums since modi took oath.. #MAGA,2020-05-11 19:32:19+00:00,0,0,#usaeconomy #COVID19 #MAGA,Chennai,usaeconomy was tremendous in the beginning of the year was phenomenal in bringing the unemployment to an all time low COVID19 has ruined the economy of the world not only America but the economy of India has been in doldrums since modi took oath MAGA,"[{'score': 0.559928, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"There's a tea stall opposite to my house. People huddle and smoke and drink tea. Cops also do. Who is checking for infections/cleanliness? I know he needs to earn, but we need some responsibility. #COVID19 #Tamilnadu",2020-05-11 18:50:35+00:00,9,45,#COVID19 #Tamilnadu,Chennai,There s a tea stall opposite to my house People huddle and smoke and drink tea Cops also do Who is checking for infections cleanliness I know he needs to earn but we need some responsibility COVID19 Tamilnadu,[],,,,,,,
"No primary cases again today in Health Bulletin Six deaths today •Four of them had #hypertension •One person had pancreas carcinoma with multiple metastasis •One had Diabetes Mellitus and Bronchial Asthma Total people tested today : 11,584 #COVID19 #coronavirus",2020-05-11 14:09:13+00:00,3,6,#hypertension #COVID19 #coronavirus,Chennai,No primary cases again today in Health Bulletin Six deaths today Four of them had hypertension One person had pancreas carcinoma with multiple metastasis One had Diabetes Mellitus and Bronchial Asthma Total people tested today 11 584 COVID19 coronavirus,"[{'score': 0.535465, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"Today's age-wise, sex-wise graph of #Covid_19 cases. Other Gender affected : 2 Females affected : 2579 Males affected : 5421 Children below 12 : 427 cases 13-60 yrs : 7023 cases 60+ yrs : 552 cases Total #COVID Cases today 8,002 #COVID19 #TamilNadu #TNFightsCorona",2020-05-11 14:00:09+00:00,2,5,#Covid_19 #COVID #COVID19 #TamilNadu #TNFightsCorona,Chennai,Today s age wise sex wise graph of Covid 19 cases Other Gender affected 2 Females affected 2579 Males affected 5421 Children below 12 427 cases 13 60 yrs 7023 cases 60 yrs 552 cases Total COVID Cases today 8 002 COVID19 TamilNadu TNFightsCorona,[],,,,,,,
"#VT News 11:05:2020 For more promotions , Legal Notice , Follow us , Instagram:https://instagram.com/virtualtimes_news_daily?igshid=1dc0h21sopvev Helo App:https://m.helo-app.com/al/QMkfZxQNM #sports #COVID19 #StayHomeStaySafe – at Thyagaraya Nagar",2020-05-11 13:53:29+00:00,0,0,#VT #sports #COVID19 #StayHomeStaySafe,Chennai,VT News 11 05 2020 For more promotions Legal Notice Follow us Instagram Helo App sports COVID19 StayHomeStaySafe at Thyagaraya Nagar,[],,,,,,,
Here's the District wise #COVID cases in TamilNadu. #Chennai has the maximum number of #Covid_19 cases with 4371 #Thiruvallur : 440 cases #Cuddalore : 395 cases #Chengalpattu : 356 cases #coronavirusinindia #COVID19 #TN_Together_Against_Corona,2020-05-11 13:47:27+00:00,3,4,#COVID #Chennai #Covid_19 #Thiruvallur #Cuddalore #Chengalpattu #coronavirusinindia #COVID19 #TN_Together_Against_Corona,Chennai,Here s the District wise COVID cases in TamilNadu Chennai has the maximum number of Covid 19 cases with 4371 Thiruvallur 440 cases Cuddalore 395 cases Chengalpattu 356 cases coronavirusinindia COVID19 TN Together Against Corona,[],,,,,,,
